id,title,platform,link,changed,added_ingredients,removed_ingredients,old_used_ingredients,new_used_ingredients,old_block_reason,new_block_reason,old_used_ingredients_block,new_used_ingredients_block,content_preview,old_block_preview,new_block_preview
1285,비빔수제비라고 아시나요?,youtube(인플루언서),https://www.youtube.com/watch?v=coagMFr_nV8,Y,"깨소금,당근","고추,고춧가루,김가루,마늘,배추,참깨","간장,고추,고추장,고춧가루,김가루,마늘,배추,상추,설탕,식초,양배추,오이,조미김,참기름,참깨,후추","간장,고추장,깨소금,당근,상추,설탕,식초,양배추,오이,조미김,참기름,후추",재료명 기반 탐색 (감지된 재료: 배추),재료명 밀도 기반 탐색 (대표 재료: 고추장),"
[재료]
생수제비 250 g
양배추 1 컵 (60 g)
오이 0.5 컵 (50 g)
꽃상추 2장 (20 g)
참기름 1 큰술 (7 g)
조미김가루 0.5 컵 (6 g)
통깨 1 큰술 (5 g)

[양념장]
고추장 1과 0.5 큰술 (30 g)
양조식초 2 큰술 (20 g)
황설탕 1과 0.5 큰술 (18 g) 
진간장 약 1과 0.6666666666666666 큰술 (17 g)
간마늘 0.5 큰술 (10 g)
고운고춧가루 1 큰술 (6 g)
후춧가루 약간

","황설탕 1과 0.5 큰술 (18 g) 
진간장 약 1과 0.6666666666666666 큰술 (17 g)
간마늘 0.5 큰술 (10 g)
고운고춧가루 1 큰술 (6 g)
후춧가루 약간


1. 냄비에 물 약 1L를 넣고 끓인다.
2. 볼에 고추장, 고운고춧가루, 황설탕, 진간장, 양조식초, 간마늘, 후춧가루를 넣고 섞어 양념장을 만든다.
 * 기호에 맞게 설탕과 식초를 더 추가해도 좋다
3. 냄비의 물이 끓으면 생수제비를 넣고 약 8분간 끓인다.
 * 냄비 바닥에 수제비가 눌어붙지 않게 가끔씩 저어준다
4. 양배추와 오이는 길이 약 6cm, 두께 0.3cm로 채 썰어 준비한다.
 * 오이 대신 당근을 넣어도 좋다
5. 상추는 길게 반 자른 후 두께 1cm로 썰어 준비한다.
6. 수제비가 익으면 찬물에 헹구고 체에 밭쳐 물기를 뺀 후 그릇에 담는다.
7. 수제비 위에 준비해 놓은 양배추, 오이, 상추, 양념장, 조미김가루를 올리고 참기름을 뿌린다.
8. 봉지에 깨를 넣고 으깬 후 깨소금을 만들어 고명으로 올려 완성한다.","[비빔수제비] 1인분기준


[재료]
생수제비 250g
양배추 1컵 (60g)
오이 1/2컵 (50g)
꽃상추 2장 (20g)
참기름 1큰술 (7g)
조미김가루 1/2컵 (6g)
통깨 1큰술 (5g)

[양념장]
고추장 1과 1/2큰술 (30g)
양조식초 2큰술 (20g)
황설탕 1과 1/2큰술 (18g) 
진간장 약 1과 2/3큰술 (17g)
간마늘 1/2큰술 (10g)
고운고춧가루 1큰술 (6g)
후춧가루 약간


1. 냄비에 물 약 1L를 넣고 끓인다.
2. 볼에 고추장, 고운고춧가루, 황설탕, 진간장, 양조식초, 간마늘, 후춧가루를 넣고 섞어 양념장을 만든다.
 * 기호에 맞게 설탕과 식초를 더 추가해도 좋다
3. 냄비의 물이 끓으면 생수제비를 넣고 약 8분간 끓인다.
 * 냄비 바닥에 수제비가 눌어붙지 않게 가끔씩 저어준다
4. 양배추와 오이는 길이 약 6cm, 두께 0.3cm로 채 썰어 준비한다.
 * 오이 대신 당근을 넣어도 좋다
5. 상추는 길게 반 자른 후 두께 1cm로 썰어 준비한다.
6. 수제비가 익으면 찬물에 헹구고 체에 밭쳐 물기를 뺀 후 그릇에 담는다.
7. 수제비 위에 준비해 놓은 양배추, 오이, 상추, 양념장, 조미김가루를 올리고 참기름을 뿌린다.
8. 봉지에 깨를 넣고 으깬 후 깨소금을 만들어 고명으로 올려 완성한다.","
[재료]
생수제비 250 g
양배추 1 컵 (60 g)
오이 0.5 컵 (50 g)
꽃상추 2장 (20 g)
참기름 1 큰술 (7 g)
조미김가루 0.5 컵 (6 g)
통깨 1 큰술 (5 g)

[양념장]
고추장 1과 0.5 큰술 (30 g)
양조식초 2 큰술 (20 g)
황설탕 1과 0.5 큰술 (18 g) 
진간장 약 1과 0.6666666666666666 큰술 (17 g)
간마늘 0.5 큰술 (10 g)
고운고춧가루 1 큰술 (6 g)
후춧가루 약간

","황설탕 1과 0.5 큰술 (18 g) 
진간장 약 1과 0.6666666666666666 큰술 (17 g)
간마늘 0.5 큰술 (10 g)
고운고춧가루 1 큰술 (6 g)
후춧가루 약간


1. 냄비에 물 약 1L를 넣고 끓인다.
2. 볼에 고추장, 고운고춧가루, 황설탕, 진간장, 양조식초, 간마늘, 후춧가루를 넣고 섞어 양념장을 만든다.
 * 기호에 맞게 설탕과 식초를 더 추가해도 좋다
3. 냄비의 물이 끓으면 생수제비를 넣고 약 8분간 끓인다.
 * 냄비 바닥에 수제비가 눌어붙지 않게 가끔씩 저어준다
4. 양배추와 오이는 길이 약 6cm, 두께 0.3cm로 채 썰어 준비한다.
 * 오이 대신 당근을 넣어도 좋다
5. 상추는 길게 반 자른 후 두께 1cm로 썰어 준비한다.
6. 수제비가 익으면 찬물에 헹구고 체에 밭쳐 물기를 뺀 후 그릇에 담는다.
7. 수제비 위에 준비해 놓은 양배추, 오이, 상추, 양념장, 조미김가루를 올리고 참기름을 뿌린다.
8. 봉지에 깨를 넣고 으깬 후 깨소금을 만들어 고명으로 올려 완성한다."
1288,달걀로 만두를 어떻게 만들지??,youtube(인플루언서),https://www.youtube.com/watch?v=5-a5CPASYBc,Y,"베이컨,소금,소시지,식용유,참기름,후추","고추,만두","간장,고추,달걀,당근,당면,만두,설탕,청양고추,파","간장,달걀,당근,당면,베이컨,설탕,소금,소시지,식용유,참기름,청양고추,파,후추",재료명 기반 탐색 (감지된 재료: 달걀),재료명 밀도 기반 탐색 (대표 재료: 달걀),"팀원 여러분들 설이 코앞으로 다가왔습니다

떡국은 그동안 많이 보셨을 것 같아서
이번에 '달걀만두'를 준비해 봤는데요!

이거 진짜 간단한데 맛있으니까 한 번 따라 해보세요!



[달걀만두] 2인분 기준


[재료]
달걀 3 개
당면 40 g
대파 약 1/3대 (30 g)
당근 약 0.1 개 (25 g)
청양고추 1 개 (10 g)
진간장 0.5 큰술 (5 g)
황설탕 0.3333333333333333 큰술 (4 g)","

1. 당면은 냄비에 담고 당면이 충분히 잠길 정도의 물을 넣는다.
2. 강불로 켜고 8분간 삶는다.
 * 불린 당면을 사용할 경우 끓는 물에 넣고 약 2분간 삶는다
3. 청양고추는 꼭지를 제거한 후 길게 4등분으로 갈라 다지듯이 잘게 썬다.
4. 당근은 다지듯이 잘게 썬다.
5. 대파는 길게 반 갈라 다지듯이 잘게 썬다.
6. 큰 볼에 썰어둔 채소와 달걀을 넣고 잘 풀어준다.
7. 달걀 반죽에 꽃소금, 참기름, 후춧가루를 넣고 섞는다.
 * 소시지, 베이컨, 다진 고기 등을 추가해도 좋다
8. 삶은 당면은 체에 밭쳐 물기를 빼고 볼에 담은 후 진간장, 황설탕을 넣어 밑간하고 가위로 잘게 자른다.
9. 달걀 반죽에 밑간 한 당면을 넣고 섞는다.
 * 당면이 너무 뜨거우면 달걀이 익을 수 있기 때문에 살짝 식혀서 넣는다
10. 팬에 식용유를 두르고 불을 켠 후 달궈지면 불을 중약불로 줄이고 달걀 반죽을 2 큰술씩 떠 넣어 둥근 모양으로 펴준다.
11. 가장자리가 익으면 반으로 접어 반달 모양으로 만든다.
12. 앞뒤 노릇하게 부친 후 접시에 담아 완성한다.
 * 기호에 따라 초간장 또는 케첩을 찍어 먹으면 된다","팀원 여러분들 설이 코앞으로 다가왔습니다

떡국은 그동안 많이 보셨을 것 같아서
이번에 '달걀만두'를 준비해 봤는데요!

이거 진짜 간단한데 맛있으니까 한 번 따라 해보세요!



[달걀만두] 2인분 기준


[재료]
달걀 3개
당면 40g
대파 약 1/3대 (30g)
당근 약 1/10개 (25g)
청양고추 1개 (10g)
진간장 1/2큰술 (5g)
황설탕 1/3큰술 (4g)
꽃소금 1/4큰술 (3g)
참기름 약 1/2큰술 (4g)
후춧가루 약간
식용유 적당히


1. 당면은 냄비에 담고 당면이 충분히 잠길 정도의 물을 넣는다.
2. 강불로 켜고 8분간 삶는다.
 * 불린 당면을 사용할 경우 끓는 물에 넣고 약 2분간 삶는다
3. 청양고추는 꼭지를 제거한 후 길게 4등분으로 갈라 다지듯이 잘게 썬다.
4. 당근은 다지듯이 잘게 썬다.
5. 대파는 길게 반 갈라 다지듯이 잘게 썬다.
6. 큰 볼에 썰어둔 채소와 달걀을 넣고 잘 풀어준다.
7. 달걀 반죽에 꽃소금, 참기름, 후춧가루를 넣고 섞는다.
 * 소시지, 베이컨, 다진 고기 등을 추가해도 좋다
8. 삶은 당면은 체에 밭쳐 물기를 빼고 볼에 담은 후 진간장, 황설탕을 넣어 밑간하고 가위로 잘게 자른다.
9. 달걀 반죽에 밑간 한 당면을 넣고 섞는다.
 * 당면이 너무 뜨거우면 달걀이 익을 수 있기 때문에 살짝 식혀서 넣는다
10. 팬에 식용유를 두르고 불을 켠 후 달궈지면 불을 중","팀원 여러분들 설이 코앞으로 다가왔습니다

떡국은 그동안 많이 보셨을 것 같아서
이번에 '달걀만두'를 준비해 봤는데요!

이거 진짜 간단한데 맛있으니까 한 번 따라 해보세요!



[달걀만두] 2인분 기준


[재료]
달걀 3 개
당면 40 g
대파 약 1/3대 (30 g)
당근 약 0.1 개 (25 g)
청양고추 1 개 (10 g)
진간장 0.5 큰술 (5 g)
황설탕 0.3333333333333333 큰술 (4 g)","

1. 당면은 냄비에 담고 당면이 충분히 잠길 정도의 물을 넣는다.
2. 강불로 켜고 8분간 삶는다.
 * 불린 당면을 사용할 경우 끓는 물에 넣고 약 2분간 삶는다
3. 청양고추는 꼭지를 제거한 후 길게 4등분으로 갈라 다지듯이 잘게 썬다.
4. 당근은 다지듯이 잘게 썬다.
5. 대파는 길게 반 갈라 다지듯이 잘게 썬다.
6. 큰 볼에 썰어둔 채소와 달걀을 넣고 잘 풀어준다.
7. 달걀 반죽에 꽃소금, 참기름, 후춧가루를 넣고 섞는다.
 * 소시지, 베이컨, 다진 고기 등을 추가해도 좋다
8. 삶은 당면은 체에 밭쳐 물기를 빼고 볼에 담은 후 진간장, 황설탕을 넣어 밑간하고 가위로 잘게 자른다.
9. 달걀 반죽에 밑간 한 당면을 넣고 섞는다.
 * 당면이 너무 뜨거우면 달걀이 익을 수 있기 때문에 살짝 식혀서 넣는다
10. 팬에 식용유를 두르고 불을 켠 후 달궈지면 불을 중약불로 줄이고 달걀 반죽을 2 큰술씩 떠 넣어 둥근 모양으로 펴준다.
11. 가장자리가 익으면 반으로 접어 반달 모양으로 만든다.
12. 앞뒤 노릇하게 부친 후 접시에 담아 완성한다.
 * 기호에 따라 초간장 또는 케첩을 찍어 먹으면 된다"
1294,이건 짚고 넘어가야겠어요,youtube(인플루언서),https://www.youtube.com/watch?v=Tr2KL-Xl85k,N,,,,,재료 블록을 찾을 수 없음,재료 블록을 찾을 수 없음,,,"#백종원 #축지법 #2024 

2024년은 전국 방방곡곡 축제를 다니며 정말 바쁘게 보낸 한 해였습니다. 그런데 얼마 전 접한 기사 내용이 사실과 많이 달라 
그냥 지나칠 수 없겠더라고요.

왜곡된 기사가 더 큰 오해를 낳지 않도록, 
올바른 정보를 직접 전해드리고자 이 영상을 준비했습니다.  
더불어 제가 생각하는 지역 축제의 가치, 목표, 그리고 내년 계획까지 말씀드릴게요!

내년에도 팀원분들과 더 활발히 소통하기 위해 노력하겠습니다. 
따뜻한 관심과 응원 부탁드립니다!

_
00:00 인트로
00:25 올 한해도 감사했습니다!
01:53 근데 최근에...
07:28 그래도 열심히 다음 단계로!
07:53 감사한 우리 팀원분들~",,
1295,"11만 도시에 30만 명의 방문, 통영 어부장터 리뷰",youtube(인플루언서),https://www.youtube.com/watch?v=QbJNAiZZhXw,Y,굴,,,굴,재료 블록을 찾을 수 없음,한 글자 재료 기반 탐색 (감지된 재료: 굴),,"
00:00 통영 어부장터 인트로🐟
00:53 하필 축제 때 비가 오다니…☔
02:48 통영 굴로 만든 홍콩반점 굴짬뽕!
04:54 통영 어부장터 1일차
08:07 통영 어부장터 2일차
14:45 ✨축제로 지역을 살리는 방법✨","#백종원 #축지법 #통영

지난 11월, 통영에서 열린 첫 해산물 축제 '통영 어부장터'
축제 3일 동안 무려 30만 명이 넘는 방문객들이 찾아와주셨는데요.  
통영 인구가 약 11만 명임을 감안하면 정말 놀라운 숫자죠~!! 

갑자기 찾아온 가을 태풍이라는 변수에 부족한 점도 많았지만 
이번 어부장터를 통해 다시 한번 
축제를 통한 지역 활성화의 가능성을 확인할 수 있었습니다.  

이게 다 관심 보여주신 팀원분들 덕분입니다.  
정말 감사합니다! 

다음엔 더 나아진 모습으로 
여러분을 맞이할 수 있도록 더 철저히 준비하겠습니다~ 



00:00 통영 어부장터 인트로🐟
00:53 하필 축제 때 비가 오다니…☔
02:48 통영 굴로 만든 홍콩반점 굴짬뽕!
04:54 통영 어부장터 1일차
08:07 통영 어부장터 2일차
14:45 ✨축제로 지역을 살리는 방법✨",,"
00:00 통영 어부장터 인트로🐟
00:53 하필 축제 때 비가 오다니…☔
02:48 통영 굴로 만든 홍콩반점 굴짬뽕!
04:54 통영 어부장터 1일차
08:07 통영 어부장터 2일차
14:45 ✨축제로 지역을 살리는 방법✨"
1300,수육에 같이 먹는 보쌈무김치 만드는 법 의외로 간단합니다,youtube(인플루언서),https://www.youtube.com/watch?v=KbWtIU129hw,Y,"배추,알배추","고추,김치,마늘,쌈무","고추,김치,마늘,무,설탕,소금,쌈무","무,배추,설탕,소금,알배추",재료명 기반 탐색 (감지된 재료: 쌈무),재료명 밀도 기반 탐색 (대표 재료: 황설탕),"
이맘때쯤이면 김장들 많이 하시는데
그러다 보면 또 수육을 먹게 되잖아요(?)
수육을 먹게 되면 빠질 수 없는 게 보쌈무김치잖아요

그래서 오늘은 집에서도 만들 수 있는 보쌈무김치!
생각보다 간단합니다. 다들 따라 해 보세요


[ 보쌈 무김치 ] 약 2인분 기준

[ 재료 ]

*보쌈 무김치
무 0.25 개(500 g)
정수물 0.5 컵(90 ml)
황설탕 약4와0.5 큰술(55 g)
고운고추가루 0.5 컵(50 g)
간마늘 1과0.5 큰술(30 g)
꽃소금 약 2 큰술(25 g)","
[ 보쌈 무김치 ] 약 2인분 기준

[ 재료 ]

*보쌈 무김치
무 0.25 개(500 g)
정수물 0.5 컵(90 ml)
황설탕 약4와0.5 큰술(55 g)
고운고추가루 0.5 컵(50 g)
간마늘 1과0.5 큰술(30 g)
꽃소금 약 2 큰술(25 g)

*배추 절이기
정수물 2 컵(360 ml)
알배추 1/2통(약 300 g)
꽃소금 2 큰술(24 g)

[ 만드는 법 ]
","요즘 많이 쌀쌀하죠?

이맘때쯤이면 김장들 많이 하시는데
그러다 보면 또 수육을 먹게 되잖아요(?)
수육을 먹게 되면 빠질 수 없는 게 보쌈무김치잖아요

그래서 오늘은 집에서도 만들 수 있는 보쌈무김치!
생각보다 간단합니다. 다들 따라 해 보세요


[ 보쌈 무김치 ] 약 2인분 기준

[ 재료 ]

*보쌈 무김치
무 1/4개(500g)
정수물 1/2컵(90ml)
황설탕 약4와1/2큰술(55g)
고운고추가루 1/2컵(50g)
간마늘 1과1/2큰술(30g)
꽃소금 약2큰술(25g)

*배추 절이기
정수물 2컵(360ml)
알배추 1/2통(약300g)
꽃소금 2큰술(24g)

[ 만드는 법 ]

*보쌈 무김치
1. 무는 깨끗하게 세척한 후 길이 7cm, 두께 0.8cm로 길게 썰어 깊은 그릇에 담아 준비한다.
  * 무를 너무 두껍게 썰 경우 절이는데 시간이 오래 걸릴 수 있으니 주의한다.
2. 준비해둔 무에 꽃소금, 정수물을 넣고 잘 섞어 약 3시간 절인다
  * 양이 많을 경우 중간에 한 번씩 뒤집어준다.
3. 절여진 무는 체에 밭쳐 물기를 뺀 후 손으로 꾹 짜서 준비한다.
4. 무에 설탕을 넣고 버무린 후 간마늘을 넣어 윤기가 나도록 버무린다.
5. 고운고추가루를 넣고 뭉치지 않도록 버무린다.
  * 매운것을 못 먹을 경우 파프리카 가루로 대체하여 사용해도 좋다.
6. 밀폐통에 옮겨 담아 실온에 하루, 냉장고에 이틀 보관 후 먹는 ","
이맘때쯤이면 김장들 많이 하시는데
그러다 보면 또 수육을 먹게 되잖아요(?)
수육을 먹게 되면 빠질 수 없는 게 보쌈무김치잖아요

그래서 오늘은 집에서도 만들 수 있는 보쌈무김치!
생각보다 간단합니다. 다들 따라 해 보세요


[ 보쌈 무김치 ] 약 2인분 기준

[ 재료 ]

*보쌈 무김치
무 0.25 개(500 g)
정수물 0.5 컵(90 ml)
황설탕 약4와0.5 큰술(55 g)
고운고추가루 0.5 컵(50 g)
간마늘 1과0.5 큰술(30 g)
꽃소금 약 2 큰술(25 g)","
[ 보쌈 무김치 ] 약 2인분 기준

[ 재료 ]

*보쌈 무김치
무 0.25 개(500 g)
정수물 0.5 컵(90 ml)
황설탕 약4와0.5 큰술(55 g)
고운고추가루 0.5 컵(50 g)
간마늘 1과0.5 큰술(30 g)
꽃소금 약 2 큰술(25 g)

*배추 절이기
정수물 2 컵(360 ml)
알배추 1/2통(약 300 g)
꽃소금 2 큰술(24 g)

[ 만드는 법 ]
"
1304,비교 불가! 압도적인 축제를 열 거예요,youtube(인플루언서),https://www.youtube.com/watch?v=nCH30WGFQt4,Y,,"브리,장어","굴,멍게,멸치,브리,우럭,장어","굴,멍게,멸치,우럭",재료명 기반 탐색 (감지된 재료: 멸치),재료명 밀도 기반 탐색 (대표 재료: 우럭),"그래서 이번에 첫 해산물 축제를 준비해 봤습니다~
어디에서? 바로, 한국의 나폴리~ 통영에서요!

굴, 우럭, 바닷장어, 멸치, 멍게 등 
통영의 신선한 해산물을 모아서
여태껏 경험하지 못한 특별한 축제 먹거리를 준비했습니다.
통영 어부장터 오셔서 통영의 해산물을 
맘껏~ 씹고 뜯고 맛보고 즐겨주세요!
------------------------------
[2024 통영 어부장터 축제]
📍일시: 2024.11.1.(금)~11.3(일) 3일간
📍장소: 통영 트라이애슬론광장 일대

( *일부 축제 메뉴 가격은 조정될 수 있습니다 )
_
00:00 인트로
00:49 어부장터 와보실래요?
02:32 흑백요리사 100 수저 파브리가 여기서?
06:07 우리는 해산물 개발중
11:59 파브리가 경험해볼게요! (안대를...)","
제가 고기만 좋아하는 줄 아셨다면..
오해이십니다..
제가 고기만큼 좋아하는 게 또 해산물이거든요!

그래서 이번에 첫 해산물 축제를 준비해 봤습니다~
어디에서? 바로, 한국의 나폴리~ 통영에서요!

굴, 우럭, 바닷장어, 멸치, 멍게 등 
통영의 신선한 해산물을 모아서
여태껏 경험하지 못한 특별한 축제 먹거리를 준비했습니다.
통영 어부장터 오셔서 통영의 해산물을 
맘껏~ 씹고 뜯고 맛보고 즐겨주세요!
------------------------------
[2024 통영 어부장터 축제]
📍일시: 2024.11.1.(금)~11.3(일) 3일간
📍장소: 통영 트라이애슬론광장 일대

( *일부 축제 메뉴 가격은 조정될 수 있습니다 )
_","#백종원 #축지법 #통영 

제가 고기만 좋아하는 줄 아셨다면..
오해이십니다..
제가 고기만큼 좋아하는 게 또 해산물이거든요!

그래서 이번에 첫 해산물 축제를 준비해 봤습니다~
어디에서? 바로, 한국의 나폴리~ 통영에서요!

굴, 우럭, 바닷장어, 멸치, 멍게 등 
통영의 신선한 해산물을 모아서
여태껏 경험하지 못한 특별한 축제 먹거리를 준비했습니다.
통영 어부장터 오셔서 통영의 해산물을 
맘껏~ 씹고 뜯고 맛보고 즐겨주세요!
------------------------------
[2024 통영 어부장터 축제]
📍일시: 2024.11.1.(금)~11.3(일) 3일간
📍장소: 통영 트라이애슬론광장 일대

( *일부 축제 메뉴 가격은 조정될 수 있습니다 )
_
00:00 인트로
00:49 어부장터 와보실래요?
02:32 흑백요리사 백수저 파브리가 여기서?
06:07 우리는 해산물 개발중
11:59 파브리가 경험해볼게요! (안대를...)
14:14 축제에서 즐겨보세요!","그래서 이번에 첫 해산물 축제를 준비해 봤습니다~
어디에서? 바로, 한국의 나폴리~ 통영에서요!

굴, 우럭, 바닷장어, 멸치, 멍게 등 
통영의 신선한 해산물을 모아서
여태껏 경험하지 못한 특별한 축제 먹거리를 준비했습니다.
통영 어부장터 오셔서 통영의 해산물을 
맘껏~ 씹고 뜯고 맛보고 즐겨주세요!
------------------------------
[2024 통영 어부장터 축제]
📍일시: 2024.11.1.(금)~11.3(일) 3일간
📍장소: 통영 트라이애슬론광장 일대

( *일부 축제 메뉴 가격은 조정될 수 있습니다 )
_
00:00 인트로
00:49 어부장터 와보실래요?
02:32 흑백요리사 100 수저 파브리가 여기서?
06:07 우리는 해산물 개발중
11:59 파브리가 경험해볼게요! (안대를...)","
제가 고기만 좋아하는 줄 아셨다면..
오해이십니다..
제가 고기만큼 좋아하는 게 또 해산물이거든요!

그래서 이번에 첫 해산물 축제를 준비해 봤습니다~
어디에서? 바로, 한국의 나폴리~ 통영에서요!

굴, 우럭, 바닷장어, 멸치, 멍게 등 
통영의 신선한 해산물을 모아서
여태껏 경험하지 못한 특별한 축제 먹거리를 준비했습니다.
통영 어부장터 오셔서 통영의 해산물을 
맘껏~ 씹고 뜯고 맛보고 즐겨주세요!
------------------------------
[2024 통영 어부장터 축제]
📍일시: 2024.11.1.(금)~11.3(일) 3일간
📍장소: 통영 트라이애슬론광장 일대

( *일부 축제 메뉴 가격은 조정될 수 있습니다 )
_"
1311,흑백요리사 얘기할 건데 퍼트리면 안 된다,youtube(인플루언서),https://www.youtube.com/watch?v=utIbM9Iua-k,N,,,,,재료 블록을 찾을 수 없음,재료 블록을 찾을 수 없음,,,"여러분! 흑백요리사 다 보셨어유?
보신 분들은 아시겠지만 정말 많은 일이 있었쥬
일단 앉아봐유 나 할 말 진짜 많다😊

#백종원 #안성재 #흑백요리사",,
1319,5분 안에 만드는 초간단 비빔밥 만들기! (Feat. 전자레인지),youtube(인플루언서),https://www.youtube.com/watch?v=Jq2SwKMw8vI,Y,양파,"간장,고추,무,호박","간장,고추,고추장,김가루,달걀,당근,무,버섯,식용유,애호박,참기름,참깨,콩나물,표고버섯,호박","고추장,김가루,달걀,당근,버섯,식용유,애호박,양파,참기름,참깨,콩나물,표고버섯",재료명 기반 탐색 (감지된 재료: 애호박),재료명 밀도 기반 탐색 (대표 재료: 표고버섯),"
[재료]
밥 1공기 (200 g)
애호박 약간 (40 g)
콩나물 약 0.5 컵 (40 g)
무 약간 (30 g)
당근 약간 (14 g) 
표고 버섯 1 개 (12 g) 
고추장 1 큰술 (20 g)
국간장 1 큰술 (10 g)
참기름 1 큰술 (7 g)
통깨 약간 (3 g)
김가루 약간 
계란 1 개 
식용유 적당량
 
[만드는 법]
1. 표고버섯은 기둥을 제거하고 두께 약 0.2cm 정도 얇게 채썬다.
Tip. 말린 표고 버섯 사용 시 물에 불린 뒤 기둥을 제거하여 사용한다. 
2. 무와 당근도 두께 약 0.2cm 정도 얇게 채썬다."," 
[만드는 법]
1. 표고버섯은 기둥을 제거하고 두께 약 0.2cm 정도 얇게 채썬다.
Tip. 말린 표고 버섯 사용 시 물에 불린 뒤 기둥을 제거하여 사용한다. 
2. 무와 당근도 두께 약 0.2cm 정도 얇게 채썬다.
 Tip. 무와 당근은 잘 익지 않으므로 최대한 얇게 썰어주면 좋다. 
 Tip. 기호에 따라 양파를 추가로 넣어도 좋다. 
3. 애호박도 두께 약 0.2m 정도로 얇게 채썬다.  
4. 썰어둔 표고버섯, 무, 당근, 애호박과 콩나물을 한데 섞어 준비한다.
Tip. 콩나물 특유의 풋내가 거북하다면 콩나물 머리부분을 제거해도 된다. 
5. 전자레인지 용기에 밥 1 공기를 넓게 담고 밥 위에 고추장을 넓게 바른다. 
6. 고추장을 바른 밥 위에 한데 섞은 재료를 올린다. 
7. 전자레인지용 뚜껑 또는 랩을 감싸 전자레인지 1000w 기준 3분 30초간 조리한다. 
8. 조리 되는 동안 팬에 식용유를 둘러 달걀프라이를 튀기듯이 부쳐서 준비한다.  
9. 조리 된 비빔밥 위에 달걀 프라이를 올리고 김가루, 통깨, 참기름을 둘러 완성한다. 




","전자레인지 다들 집에 있으시죠?

전자레인지에 넣고 5분이면 끝나는 비빔밥을 가져왔어요.

자꾸 이렇게 해 먹으면 비빔밥집 사장님들은 좀 그럴 수도 있지만

그래도 바쁠 때 이런 거 써먹으면 좋잖아요?

집에서 갑자기 비빔밥이 땡길 때 한 번씩 따라 해보세요!


[전자레인지 비빔밥] 1인분 양 

[재료]
밥 1공기 (200g)
애호박 약간 (40g)
콩나물 약 1/2컵 (40g)
무 약간 (30g)
당근 약간 (14g) 
표고 버섯 1개 (12g) 
고추장 1큰술 (20g)
국간장 1큰술 (10g)
참기름 1큰술 (7g)
통깨 약간 (3g)
김가루 약간 
계란 1개 
식용유 적당량
 
[만드는 법]
1. 표고버섯은 기둥을 제거하고 두께 약 0.2cm 정도 얇게 채썬다.
Tip. 말린 표고 버섯 사용 시 물에 불린 뒤 기둥을 제거하여 사용한다. 
2. 무와 당근도 두께 약 0.2cm 정도 얇게 채썬다.
 Tip. 무와 당근은 잘 익지 않으므로 최대한 얇게 썰어주면 좋다. 
 Tip. 기호에 따라 양파를 추가로 넣어도 좋다. 
3. 애호박도 두께 약 0.2m 정도로 얇게 채썬다.  
4. 썰어둔 표고버섯, 무, 당근, 애호박과 콩나물을 한데 섞어 준비한다.
Tip. 콩나물 특유의 풋내가 거북하다면 콩나물 머리부분을 제거해도 된다. 
5. 전자레인지 용기에 밥 1 공기를 넓게 담고 밥 위에 고추장을 넓게 바른다. 
6. 고추장을 바른 ","
[재료]
밥 1공기 (200 g)
애호박 약간 (40 g)
콩나물 약 0.5 컵 (40 g)
무 약간 (30 g)
당근 약간 (14 g) 
표고 버섯 1 개 (12 g) 
고추장 1 큰술 (20 g)
국간장 1 큰술 (10 g)
참기름 1 큰술 (7 g)
통깨 약간 (3 g)
김가루 약간 
계란 1 개 
식용유 적당량
 
[만드는 법]
1. 표고버섯은 기둥을 제거하고 두께 약 0.2cm 정도 얇게 채썬다.
Tip. 말린 표고 버섯 사용 시 물에 불린 뒤 기둥을 제거하여 사용한다. 
2. 무와 당근도 두께 약 0.2cm 정도 얇게 채썬다."," 
[만드는 법]
1. 표고버섯은 기둥을 제거하고 두께 약 0.2cm 정도 얇게 채썬다.
Tip. 말린 표고 버섯 사용 시 물에 불린 뒤 기둥을 제거하여 사용한다. 
2. 무와 당근도 두께 약 0.2cm 정도 얇게 채썬다.
 Tip. 무와 당근은 잘 익지 않으므로 최대한 얇게 썰어주면 좋다. 
 Tip. 기호에 따라 양파를 추가로 넣어도 좋다. 
3. 애호박도 두께 약 0.2m 정도로 얇게 채썬다.  
4. 썰어둔 표고버섯, 무, 당근, 애호박과 콩나물을 한데 섞어 준비한다.
Tip. 콩나물 특유의 풋내가 거북하다면 콩나물 머리부분을 제거해도 된다. 
5. 전자레인지 용기에 밥 1 공기를 넓게 담고 밥 위에 고추장을 넓게 바른다. 
6. 고추장을 바른 밥 위에 한데 섞은 재료를 올린다. 
7. 전자레인지용 뚜껑 또는 랩을 감싸 전자레인지 1000w 기준 3분 30초간 조리한다. 
8. 조리 되는 동안 팬에 식용유를 둘러 달걀프라이를 튀기듯이 부쳐서 준비한다.  
9. 조리 된 비빔밥 위에 달걀 프라이를 올리고 김가루, 통깨, 참기름을 둘러 완성한다. 




"
