"대분류명","중분류명","소분류명","식재료코드","식재료명","브랜드명","생산연도","규격"
"가공식품","농산물가공식품","가시오가피","1118269","가시오가피/율성맑은아침","","2023년","가시오가피/0.1kg"
"가공식품","농산물가공식품","가지말랭이","1118270","가지말랭이/산림조합","","2024년","가지말랭이/1kg"
"가공식품","농산물가공식품","가지말랭이","1118271","가지말랭이/청채마루","","2024년","가지말랭이/0.3kg"
"농산물","버섯류","새송이버섯","1118272","새송이버섯","","2024","새송이버섯/0.3kg"
"가공식품","농산물가공식품","감말랭이","1118273","감말랭이/산림조합","","2024년","감말랭이/1kg"
"가공식품","농산물가공식품","감말랭이","1118274","감말랭이/율성맑은아침","","2023년","감말랭이/0.1kg"
"가공식품","농산물가공식품","감말랭이","1118275","감말랭이/푸르원","농업회사법인㈜푸르원","2023년","감말랭이/1kg"
"가공식품","농산물가공식품","감자전분","1118276","감자전분/함양농협","","2023년","감자전분(1kg)"
"가공식품","농산물가공식품","감자전분","1118277","감자전분(500g)","","2023년","감자전분(500g)"
"가공식품","농산물가공식품","감초","1118278","감초/율성맑은아침","","2023년","감초/0.1kg"
"가공식품","농산물가공식품","감초","1118279","감초/율성맑은아침","","2023년","감초/수입산/0.1kg"
"가공식품","농산물가공식품","감초","1118280","감초/푸르원","농업회사법인㈜푸르원","2023년","감초/수입산/0.1kg"
"가공식품","농산물가공식품","건목이버섯","1118281","건목이버섯/푸르원","농업회사법인㈜푸르원","2024년","(건)흰목이버섯/무농약/0.1kg"
"가공식품","농산물가공식품","건목이버섯","1118282","건목이버섯/산림조합","","2024년","건목이버섯/0.1kg"
"가공식품","농산물가공식품","건목이버섯","1118283","건목이버섯/율성맑은아침","","2023년","건목이버섯/수입산/0.1kg"
"가공식품","농산물가공식품","건목이버섯","1118284","건목이버섯/율성맑은아침","","2023년","건목이버섯/무농약/0.1kg"
"가공식품","농산물가공식품","건목이버섯","1118285","건목이버섯","","2023년","건목이버섯(유기농)"
"가공식품","농산물가공식품","건목이버섯","1118286","건목이버섯/푸르원","농업회사법인㈜푸르원","2024년","건목이버섯/무농약/0.1kg"
"가공식품","농산물가공식품","건블루베리","1118287","건블루베리/율성맑은아침","","2023년","건블루베리/수입산/0.1kg"
"가공식품","농산물가공식품","건크렌베리","1118288","건크렌베리/율성맑은아침","","2023년","건크렌베리/수입산/0.1kg"
"가공식품","농산물가공식품","건포도","1118289","건포도/율성맑은아침","","2023년","건포도/수입산/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118290","건표고/율성맑은아침","","2023년","건표고 슬라이스/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118291","건표고/율성맑은아침","","2023년","건표고 슬라이스/수입산/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118292","건표고/율성맑은아침","","2023년","건표고 슬라이스/무농약/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118293","건표고가공품","","2022년","건표고 슬라이스(유기농)"
"가공식품","농산물가공식품","건표고가공품","1118294","건표고/푸르원","농업회사법인㈜푸르원","2024년","건표고 슬라이스/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118296","건표고/율성맑은아침","","2023년","건표고버섯/수입산/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118297","건표고/율성맑은아침","","2023년","건표고버섯/무농약/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118298","건표고가공품","","2022년","건표고버섯(유기농)"
"가공식품","농산물가공식품","건표고가공품","1118299","건표고/푸르원","농업회사법인㈜푸르원","2024년","건표고버섯/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118300","건표고/푸르원","농업회사법인㈜푸르원","2024년","건표고버섯/친환경/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118301","건표고/하늘촌","","2024년","건표고버섯/무농약/1kg"
"가공식품","농산물가공식품","건표고가공품","1118302","건표고/율성맑은아침","","2023년","건표고버섯(깍둑썰기)/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118303","건표고/율성맑은아침","","2023년","건표고버섯(깍둑썰기)/수입산/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118304","건표고/율성맑은아침","","2023년","건표고버섯(깍둑썰기)/무농약/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118305","건표고가공품","","2022년","건표고버섯(깍둑썰기)(유기농)"
"가공식품","농산물가공식품","건표고가공품","1118306","건표고/율성맑은아침","","2023년","건표고버섯(동고)/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118307","건표고/율성맑은아침","","2023년","건표고버섯(밥용)/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118308","건표고/율성맑은아침","","2023년","건표고버섯(밥용)/무농약/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118309","건표고가공품","","2022년","건표고버섯(밥용)(유기농)"
"농산물","버섯류","애느타리버섯","1118310","애느타리버섯","","2024","애느타리버섯/0.3kg"
"가공식품","농산물가공식품","건표고가공품","1118311","건표고/하늘촌","","2024년","건표고버섯(슬라이스)/무농약/1kg"
"가공식품","농산물가공식품","건표고가공품","1118312","건표고/하늘촌","","2024년","건표고버섯(슬라이스)/1kg"
"가공식품","농산물가공식품","건표고가공품","1118313","건표고/율성맑은아침","","2023년","건표고버섯(탕수육용)/무농약/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118314","건표고가공품","","2022년","건표고버섯(탕수육용)(유기농)"
"농산물","서류","감자","1118315","감자(피)","","2024","감자(피) 150-250g/1kg/유기농_삭제"
"가공식품","농산물가공식품","건표고가공품","1118316","건표고가공품","","2022년","건표고버섯(향고)"
"가공식품","농산물가공식품","건표고가공품","1118317","건표고/율성맑은아침","","2023년","건표고버섯(향신)/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118318","건표고/율성맑은아침","","2023년","건표고버섯분말/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118319","건표고/푸르원","농업회사법인㈜푸르원","2024년","건표고슬라이스/무농약/0.1kg"
"가공식품","농산물가공식품","건표고가공품","1118320","건표고/푸르원","농업회사법인㈜푸르원","2024년","건표고칩/0.1kg"
"가공식품","농산물가공식품","삼","1118657","삼/하늘촌","","2024년","수삼(5년근)/1kg"
"가공식품","농산물가공식품","검정깨","1118321","검정깨/금호식품","햇살비","2023년","볶음검은깨(햇살비, pet/1kg)/수입산"
"가공식품","농산물가공식품","검정깨","1118322","검정깨/금호식품","햇살비","2023년","볶음검정깨(pet/1kg)"
"가공식품","농산물가공식품","검정깨","1118323","검정깨/옥천식품","전가고집","2023년","전가고집 검정볶음깨(500g)"
"가공식품","농산물가공식품","견과류기타","1118324","견과류기타/율성맑은아침","","2023년","마카다미아/수입산/0.1kg"
"가공식품","농산물가공식품","견과류믹서","1118325","견과류믹서/율성맑은아침","","2023년","견과류믹서(5종/샐러드용)/수입산/0.1kg"
"가공식품","농산물가공식품","견과류믹서","1118326","견과류믹서/율성맑은아침","","2023년","견과류믹서(5종/조림용)/수입산/0.1kg"
"가공식품","농산물가공식품","견과류믹서","1118327","견과류믹서/율성맑은아침","","2023년","견과류믹서(6종/샐러드용)/수입산/0.1kg"
"가공식품","농산물가공식품","견과류믹서","1118328","견과류믹서/율성맑은아침","","2023년","견과류믹서(6종/조림용)/수입산/0.1kg"
"가공식품","농산물가공식품","견과류믹서","1118329","견과류믹서/율성맑은아침","","2023년","견과류믹서(7종/조림용)/수입산/0.1kg"
"가공식품","농산물가공식품","결명자","1118330","결명자/산림조합","","2024년","결명자/1kg"
"가공식품","농산물가공식품","계피","1118331","계피/율성맑은아침","","2023년","계피가루/수입산/0.1kg"
"가공식품","농산물가공식품","계피","1118332","계피/율성맑은아침","","2023년","통계피/수입산/0.1kg"
"가공식품","농산물가공식품","계피","1118333","계피/푸르원","농업회사법인㈜푸르원","2023년","통계피/수입산/0.1kg"
"가공식품","농산물가공식품","계피","1118334","계피/하늘촌","","2024년","통계피/수입산/1kg"
"가공식품","농산물가공식품","고구마순","1118335","고구마순/산림조합","","2024년","고구마순(건데친)/0.3kg"
"가공식품","농산물가공식품","고구마순","1118336","고구마순/청채마루","","2024년","고구마순(건데친)/0.3kg"
"농산물","조미채소류","건고추","1118337","건고추","","2023","건홍고추/0.1kg/"
"가공식품","농산물가공식품","고구마순","1118338","고구마순/하늘촌","","2024년","고구마순(건데친)/1kg"
"농산물","조미채소류","마늘","1118339","마늘(꼭지제거)","","2024","마늘(깐것/꼭지제거)/0.3kg"
"가공식품","농산물가공식품","고구마전분","1118340","고구마전분/함양농협","","2023년","고구마전분(500g)"
"가공식품","농산물가공식품","고비","1118341","고비/청채마루","","2024","고비(건데친)/0.3kg"
"농산물","조미채소류","양파","1118342","양파(피)","","2024","양파(피)/1kg"
"가공식품","농산물가공식품","고사리가공품","1118343","고사리/하늘촌","","2024년","고사리/1kg"
"농산물","과일과채류","딸기","1118344","딸기","","2024","딸기(25-30개/500g)/무농약_삭제"
"농산물","과채류","오이","1118345","백오이","","2024","백오이/2개들입"
"가공식품","농산물가공식품","고사리가공품","1118346","고사리/청채마루","","2024년","고사리(데친)/수입산/0.3kg"
"농산물","근채류","연근","1118347","연근(튀김용)","","2024","연근/튀김용/0.3kg/"
"가공식품","농산물가공식품","고사리가공품","1118348","고사리/청채마루","","2024년","고사리(데친/haccp인증)/0.3kg"
"가공식품","농산물가공식품","고추가공품","1118349","고추/청채마루","","2023년","건고추잎/0.3kg/"
"가공식품","농산물가공식품","고추가공품","1118350","고추/율성맑은아침","","2023년","건청양고추/0.1kg"
"가공식품","농산물가공식품","고추가공품","1118351","고추/율성맑은아침","","2023년","건홍고추/0.1kg"
"가공식품","농산물가공식품","고추가공품","1118352","고추/푸르원","농업회사법인㈜푸르원","2023년","건홍고추/0.1kg"
"가공식품","농산물가공식품","고추가공품","1118353","고추/율성맑은아침","","2023년","건홍고추(꼭지제거)/0.1kg"
"가공식품","농산물가공식품","고추가공품","1118354","고추/푸르원","농업회사법인㈜푸르원","2023년","건홍고추(꼭지제거)/0.1kg"
"가공식품","농산물가공식품","고추가공품","1118355","고추/하늘촌","","2024년","건홍고추(통)/1kg"
"가공식품","농산물가공식품","고추가공품","1118356","고추/율성맑은아침","","2023년","베트남고추/수입산/0.1kg"
"가공식품","농산물가공식품","고추가공품","1118357","고추/율성맑은아침","","2023년","실고추/0.1kg"
"가공식품","농산물가공식품","고추나물","1118358","고추/하늘촌","","2024년","건고추잎/1kg/"
"가공식품","농산물가공식품","고추나물","1118359","고추나물/청채마루","","2025","고추나물(데친)/0.3kg"
"가공식품","농산물가공식품","고춧가루","1118360","고춧가루/금호식품","햇살비","2023년","고춧가루(고운것/골드)/1kg"
"가공식품","농산물가공식품","고춧가루","1118361","고춧가루/금호식품","햇살비","2023년","고춧가루(고운것/그린)/1kg"
"가공식품","농산물가공식품","고춧가루","1118362","고춧가루/금호식품","햇살비","2023년","고춧가루(조미용/골드)/1kg"
"가공식품","농산물가공식품","고춧가루","1118363","고춧가루/금호식품","햇살비","2023년","고춧가루(조미용/그린)/1kg"
"가공식품","농산물가공식품","고춧가루","1118364","고춧가루/금호식품","햇살비","2023년","고춧가루(조미용/프리미엄)/1kg"
"가공식품","농산물가공식품","고춧가루","1118365","고춧가루/남안동농협","","2023년","수고춧가루(1kg) 순한맛"
"가공식품","농산물가공식품","고춧가루","1118366","고춧가루/남안동농협","","2023년","수고춧가루(1kg) 약간매운맛"
"가공식품","농산물가공식품","고춧가루","1118367","고춧가루/남안동농협","","2023년","수고춧가루(1kg)장용"
"가공식품","농산물가공식품","고춧가루","1118368","고춧가루/남안동농협","","2023년","수고춧가루(500g) 순한맛"
"가공식품","농산물가공식품","고춧가루","1118369","고춧가루/남안동농협","","2023년","천년빛깔고춧가루(1kg) 순한맛"
"가공식품","농산물가공식품","고춧가루","1118370","고춧가루/남안동농협","","2023년","천년빛깔고춧가루(1kg) 약간매운맛"
"가공식품","농산물가공식품","고춧가루","1118371","고춧가루/남안동농협","","2023년","천년빛깔고춧가루(장용)/1kg"
"가공식품","농산물가공식품","고춧가루","1118372","고춧가루","","2023년","햇님마을 고춧가루(보통맛)_1kg"
"가공식품","농산물가공식품","고춧가루","1118373","고춧가루","","2023년","햇님마을 고춧가루(보통맛)_500g"
"가공식품","농산물가공식품","고춧가루","1118374","고춧가루","","2023년","햇님마을 고춧가루(순한맛)_1kg"
"가공식품","농산물가공식품","고춧가루","1118375","고춧가루","","2023년","햇님마을 고춧가루(순한맛)_500g"
"가공식품","농산물가공식품","곤드레","1118376","곤드레/청채마루","","2024년","건곤드레/0.3kg"
"가공식품","농산물가공식품","곤드레","1118377","곤드레/푸르원","농업회사법인㈜푸르원","2023년","건곤드레/무농약/0.1kg"
"농산물","버섯류","만가닥버섯","1118378","만가닥버섯","","2024","만가닥버섯/0.3kg_"
"농산물","버섯류","양송이버섯","1118379","양송이버섯","","2024","양송이버섯(화이트)/0.3kg"
"가공식품","농산물가공식품","곤드레","1118380","곤드레/청채마루","","2024년","곤드레(건데친)/0.3kg"
"가공식품","농산물가공식품","곤드레","1118381","곤드레/청채마루","","2024년","곤드레(건데친)/무농약/0.3kg"
"농산물","서류","감자","1118382","감자(깐것)","","2024","감자(깐것) 130-250g/1kg/유기농_삭제"
"농산물","조미채소류","마늘","1118383","마늘(깐것)","","2024","마늘(깐것)/0.3kg"
"가공식품","농산물가공식품","곤드레","1118384","곤드레/하늘촌","","2024년","곤드레(건데친)/무농약/1kg"
"가공식품","농산물가공식품","곤드레","1118385","곤드레/하늘촌","","2024년","곤드레(건데친)/1kg"
"농산물","근채류","연근","1118386","연근(깐통)","","2024","깐통연근/0.4kg"
"농산물","근채류","연근","1118387","연근(채)","","2024","연근/채/0.3kg_삭제"
"가공식품","농산물가공식품","곤드레","1118388","곤드레/청채마루","","2024년","곤드레(데친)/0.3kg"
"가공식품","농산물가공식품","곤드레","1118389","곤드레/청채마루","","2024년","곤드레(데친)/무농약/0.3kg"
"가공식품","농산물가공식품","곤드레","1118390","곤드레/푸르원","농업회사법인㈜푸르원","2023년","곤드레(데친)/무농약/0.5kg"
"가공식품","농산물가공식품","곤드레","1118391","곤드레/푸르원","농업회사법인㈜푸르원","2023년","곤드레(데친)/0.5kg"
"농산물","버섯류","표고버섯","1118392","표고버섯(슬라이스)","","2024","표고버섯(슬라이스)/0.3kg"
"농산물","조미채소류","마늘","1118393","마늘","","2024","마늘(중, 17mm 이하(14mm이상), 꼭지미제거)/0.3kg/유기농_삭제"
"가공식품","농산물가공식품","곤드레","1118394","곤드레/하늘촌","","2024년","곤드레(데친)/1kg"
"가공식품","농산물가공식품","곤드레","1118395","곤드레/하늘촌","","2024년","곤드레(데친)/무농약/1kg"
"농산물","근채류","연근","1118396","연근(피)","","2024","피연근/0.4kg"
"농산물","음료류","사과즙(유기농)","1118397","사과즙(유기농)","","2024","유기농사과즙(100ml)_삭제"
"가공식품","농산물가공식품","구기자","1118398","구기자/율성맑은아침","","2023년","구기자/0.1kg"
"가공식품","농산물가공식품","구기자","1118399","구기자/율성맑은아침","","2023년","구기자/수입산/0.1kg"
"농산물","조미채소류","양파","1118400","양파(깐것)","","2024","양파(깐것)/1kg"
"농산물","조미채소류","양파","1118401","양파(깐것)","","2024","양파(깐것)100g이하/1kg"
"농산물","버섯류","느타리버섯","1118402","느타리버섯","","2024","느타리버섯/0.3kg/"
"가공식품","농산물가공식품","기타","1118403","완두콩/푸르원","농업회사법인㈜푸르원","2023년","냉동완두콩/1kg"
"농산물","버섯류","표고버섯","1118404","표고버섯(배지)","","2024","표고버섯(배지)/0.3kg"
"가공식품","농산물가공식품","깻잎가공품","1118405","깻잎/청채마루","","2025","깻잎순(데친)/0.3kg"
"가공식품","농산물가공식품","깻잎가공품","1118406","깻잎/청채마루","","2025","순바라깻잎(데친)/0.3kg"
"가공식품","농산물가공식품","냉동옥수수알","1118407","냉동옥수수알/푸르원","농업회사법인㈜푸르원","2023년","냉동 옥수수알/1kg"
"가공식품","농산물가공식품","냉이가공품","1118408","냉이/하늘촌","","2024년","냉이/1kg"
"가공식품","농산물가공식품","냉이가공품","1118409","냉이/청채마루","","2025","냉이(손질)/0.3kg"
"가공식품","농산물가공식품","냉이가공품","1118410","냉이/청채마루","","2024년","냉이(손질)/무농약/0.3kg/"
"가공식품","농산물가공식품","녹두가루","1118411","녹두가루/함양농협","","2023년","녹두가루(1kg)"
"가공식품","농산물가공식품","들깨가루","1118412","들깨가루((1kg,거피)","","2023년","들깨가루((1kg, 거피)"
"가공식품","농산물가공식품","늙은호박","1118413","늙은호박/청채마루","","2024년","늙은호박(죽용)/0.3kg"
"가공식품","농산물가공식품","들깨가루","1118414","들깨가루(500g,거피)","","2023년","들깨가루(500g, 거피)"
"가공식품","농산물가공식품","늙은호박","1118415","늙은호박/청채마루","","2024년","늙은호박(찜용)/0.3kg"
"가공식품","농산물가공식품","매실액","1118416","청매실(엑기스,500ml)","","2023년","청매실(엑기스, 500ml)"
"가공식품","농산물가공식품","늙은호박","1118417","늙은호박/청채마루","","2024년","늙은호박(채)/0.3kg"
"가공식품","농산물가공식품","메밀가루","1118418","메밀가루(500g)","","2023년","메밀가루(500g)"
"가공식품","농산물가공식품","단감가공품","1118419","조각단감/프레시아트","","2023년","단감(30g)/1kg"
"가공식품","농산물가공식품","단감가공품","1118420","조각단감/프레시아트","","2023년","단감(40g)/1kg"
"가공식품","농산물가공식품","단감가공품","1118421","조각단감/프레시아트","","2023년","단감(샐러드용)/1kg"
"가공식품","농산물가공식품","단감가공품","1118422","조각단감/아나나스푸드","","2023년","단감-조각(40g)/1kg"
"가공식품","농산물가공식품","단감가공품","1118423","조각단감/아나나스푸드","","2023년","단감-조각(50g)/1kg"
"가공식품","농산물가공식품","달걀","1118424","달걀","","2024년","계란(1등급 특란)/"
"가공식품","농산물가공식품","달걀","1118425","달걀","","2024년","계란(1등급 특란)//"
"가공식품","농산물가공식품","달걀","1118426","달걀/안일농장","안일농장","2024년","계란(1등급 특란,10구)/무항생제/0.6kg"
"가공식품","농산물가공식품","달걀","1118427","달걀","","2024년","계란(1+등급 특란)"
"가공식품","농산물가공식품","달걀","1118428","달걀(1+등급/특란/10구)","","당해년도","계란(1+등급 특란,10개입(0.6kg단위로발주가능)"
"가공식품","농산물가공식품","달걀","1118429","달걀(1+등급/특란/30구)","","당해년도","계란(1+등급 특란,30개입(1.8kg단위로 발주가능)"
"가공식품","농산물가공식품","달걀","1118430","달걀","안일농장","2024년","계란(1등급 특란)////"
"가공식품","농산물가공식품","달걀","1118431","달걀","","2024년","계란(1등급 특란)///"
"가공식품","농산물가공식품","달걀","1118432","달걀","","2024년","계란(1등급 특란)/////"
"가공식품","농산물가공식품","달걀","1118433","달걀","","2024년","계란(가농금계란/ 1등급 특란,30구)&&"
"가공식품","농산물가공식품","달걀","1118434","달걀","","2024년","계란(가농금계란/ 1등급 특란,30구)&&&"
"가공식품","농산물가공식품","달걀","1118435","달걀","","2024년","계란(가농금계란/ 1등급 특란,30구)&"
"가공식품","농산물가공식품","달걀","1118436","달걀(1등급/특란/30구)","","별도표기","계란(가농금계란/1등급/특란,30구)1.8kg단위로발주가능"
"가공식품","농산물가공식품","당귀","1118437","당귀/산림조합","","2024년","당귀/0.1kg"
"가공식품","농산물가공식품","당귀","1118438","당귀/율성맑은아침","","2023년","당귀/0.1kg"
"가공식품","농산물가공식품","대추가공품","1118439","대추/율성맑은아침","","2023년","건대추(별초)/0.1kg"
"가공식품","농산물가공식품","대추가공품","1118440","대추/율성맑은아침","","2023년","건대추(상초)/0.1kg"
"가공식품","농산물가공식품","대추가공품","1118441","대추/율성맑은아침","","2023년","건대추(특초)/0.1kg"
"가공식품","농산물가공식품","대추가공품","1118442","대추/율성맑은아침","","2023년","대추채/0.1kg"
"가공식품","농산물가공식품","대추가공품","1118443","대추/율성맑은아침","","2023년","씨제거대추/0.1kg"
"가공식품","농산물가공식품","대파가공품","1118444","대파/청채마루","","2025","대파채/0.3kg"
"가공식품","농산물가공식품","대파가공품","1118445","대파/푸르원","농업회사법인㈜푸르원","2023년","대파채/무농약/0.5kg"
"가공식품","농산물가공식품","대파가공품","1118446","대파/푸르원","농업회사법인㈜푸르원","2023년","대파채/0.5kg"
"가공식품","농산물가공식품","콩가루","1118447","콩가루(생콩가루,500g)","","2023년","콩가루(생콩가루, 500g)"
"가공식품","농산물가공식품","더덕","1118448","더덕/청채마루","","2025","깐더덕/0.3kg"
"농산물","과일과채류","방울토마토","1118449","대추방울토마토(10-20g)","","2024년","대추방울토마토(10~20g)/0.5kg"
"가공식품","농산물가공식품","더덕","1118450","더덕/청채마루","","2025","더덕(눌린것)/0.3kg"
"농산물","과일류","감귤","1118451","감귤(87내/10k)","","2024","비가림감귤,107-123g/개(87내/10k)/1kg"
"가공식품","농산물가공식품","더덕","1118452","더덕/청채마루","","2025","더덕실채/0.3kg"
"농산물","과일류","감귤","1118453","감귤(140내/10k)","","2024","비가림감귤,63-82g/개(140내/10k)/1kg"
"가공식품","농산물가공식품","더덕","1118454","더덕/청채마루","","2025","더덕채/0.3kg"
"농산물","과일류","오렌지","1118455","레드향(탄금향)(200g)","","2024","레드향(탄금향) (200g/개), 1kg/무농약_삭제"
"가공식품","농산물가공식품","더덕","1118456","더덕/하늘촌","","2024년","더덕채/1kg"
"가공식품","농산물가공식품","도라지가공품","1118457","도라지/하늘촌","","2024년","도라지/강정용&정과용/무농약/1kg"
"가공식품","농산물가공식품","도라지가공품","1118458","도라지/하늘촌","","2024년","눌린통도라지/무농약/1kg"
"가공식품","농산물가공식품","도라지가공품","1118459","도라지/청채마루","","2025","도라지(강정용)/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118460","도라지/청채마루","","2025","도라지(강정용)/무농약/0.3kg"
"농산물","기타채소","고사리","1118461","고사리","","2023년","고사리(건데친)/0.5kg/"
"가공식품","농산물가공식품","도라지가공품","1118462","도라지/하늘촌","","2024년","도라지(깐통)/1kg"
"가공식품","농산물가공식품","도라지가공품","1118463","도라지/청채마루","","2025","도라지(눌린것)/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118464","도라지/청채마루","","2025","도라지(눌린것)/무농약/0.3kg"
"농산물","버섯류","표고버섯","1118465","표고버섯(배지)","","2024년","표고버섯(배지)/0.3kg"
"농산물","서류","고구마","1118466","고구마(50~80g)","","2024년","고구마(50~80g)/1kg/"
"농산물","서류","고구마","1118467","고구마(깐것)","","2023년","고구마(깐것)/1kg/"
"농산물","서류","고구마","1118468","고구마(채)","","2023년","고구마(깐것/가는채)/1kg/"
"가공식품","농산물가공식품","도라지가공품","1118469","도라지/청채마루","","2025","실채도라지/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118470","도라지/청채마루","","2025","실채도라지/무농약/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118471","도라지/푸르원","농업회사법인㈜푸르원","2024년","실채도라지/무농약/0.5kg"
"농산물","서류","고구마","1118472","고구마(피)","","2024년","고구마(피/세척)/1kg/"
"가공식품","농산물가공식품","도라지가공품","1118473","도라지/하늘촌","","2024년","실채도라지/1kg"
"가공식품","농산물가공식품","도라지가공품","1118474","도라지/하늘촌","","2024년","실채도라지/무농약/1kg"
"가공식품","농산물가공식품","도라지가공품","1118475","도라지/청채마루","","2025","채도라지/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118476","도라지/청채마루","","2025","채도라지/무농약/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118477","도라지/푸르원","농업회사법인㈜푸르원","2024년","채도라지/무농약/0.5kg"
"농산물","엽경채류","근대","1118478","근대","","2024","근대(청)/0.3kg/유기농_삭제"
"가공식품","농산물가공식품","도라지가공품","1118479","도라지/하늘촌","","2024년","채도라지/1kg"
"가공식품","농산물가공식품","도라지가공품","1118480","도라지/하늘촌","","2024년","채도라지/무농약/1kg"
"농산물","엽경채류","시금치","1118481","시금치","","2024년","시금치/0.3kg/일반_삭제"
"농산물","엽경채류","쑥갓","1118482","쑥갓","","2024년","쑥갓/0.3kg/"
"농산물","엽경채류","양배추","1118483","양배추(깐것)","","2024년","깐양배추/통"
"농산물","엽경채류","얼갈이","1118484","얼갈이","","2024년","얼갈이(생것)/0.3kg"
"농산물","음료류","사과즙(유기농)","1118485","사과즙","","2024","유기농사과즙(100ml)_삭제"
"농산물","조미채소류","대파","1118486","대파(간편대파)","","2024년","간편대파(깐것)/0.5kg"
"농산물","조미채소류","대파","1118487","대파(깐것)","","2024년","대파(깐것)/0.5kg"
"농산물","조미채소류","대파","1118488","대파(흙)","","2024년","대파(흙)/0.5kg/"
"농산물","조미채소류","마늘","1118489","마늘(깐것)","","2023년","마늘(깐것)/0.3kg"
"농산물","조미채소류","마늘","1118490","마늘(꼭지제거)","","2023년","마늘(깐것/꼭지제거)/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118491","도라지/청채마루","","2025","통도라지/무농약/0.3kg"
"가공식품","농산물가공식품","도라지가공품","1118492","도라지/푸르원","농업회사법인㈜푸르원","2024년","통도라지/무농약/0.5kg"
"농산물","조미채소류","양파","1118493","양파(깐것)","","2024년","양파(깐것)100g이하/1kg/"
"가공식품","농산물가공식품","도라지가공품","1118494","도라지/하늘촌","","2024년","통도라지/무농약/1kg"
"가공식품","농산물가공식품","도라지가공품","1118495","도라지/하늘촌","","2024년","통도라지 어슷썰기/무농약/1kg"
"가공식품","농산물가공식품","두부","1118496","국산부침두부3kg(일반)","","2022년","국산부침두부/3kg/일반/3kg단위로만발주가능"
"가공식품","농산물가공식품","두부","1118497","국산슬라이스두부(300조각마파)3kg(일반)","","2022년","국산슬라이스두부(300조각 마파) 3kg(일반)"
"가공식품","농산물가공식품","두부","1118498","국산슬라이스두부(72조각부침)3kg(일반)","","2022년","국산슬라이스두부(72조각 부침) 3kg(일반)"
"가공식품","농산물가공식품","두부","1118499","국산찌개두부3kg(일반)","","2022년","국산찌개두부 3kg(일반)"
"가공식품","농산물가공식품","두부","1118500","두부(마파용3kg)","","2023년","두부(마파용 3kg)"
"가공식품","농산물가공식품","두부","1118501","두부(부침용350g)","","2023년","두부(부침용 350g)/0.35kg 단위로만 발주가능"
"가공식품","농산물가공식품","두부","1118502","두부(부침용3kg)(일반)","","2023년","두부(부침용 3kg)(일반)"
"가공식품","농산물가공식품","두부","1118503","두부(부침용3kg)(무농약)","","2023년","두부(부침용 3kg)(무농약)"
"가공식품","농산물가공식품","두부","1118504","두부(슬라이스부침3kg)","","2023년","두부(슬라이스부침,3kg)"
"가공식품","농산물가공식품","두부","1118505","두부(찌개용350g)","","2023년","두부(찌개용 350g)/0.35kg 단위로만 발주가능"
"가공식품","농산물가공식품","두부","1118506","두부(찌개용3kg)","","2023년","두부(찌개용 3kg)"
"가공식품","농산물가공식품","두부","1118507","두부(칼슘두부3kg)","","2023년","두부(칼슘두부,3kg)"
"가공식품","농산물가공식품","두부","1118508","무농약부침두부3kg(무농약)","","2022년","무농약부침두부 3kg(무농약)"
"가공식품","농산물가공식품","두부","1118509","무농약슬라이스두부(300조각마파)3kg(무농약)","","2022년","무농약슬라이스두부(300조각 마파) 3kg(무농약)"
"가공식품","농산물가공식품","두부","1118510","무농약슬라이스두부(72조각부침)3kg(무농약)","","2022년","무농약슬라이스두부(72조각 부침) 3kg(무농약)"
"가공식품","농산물가공식품","두부","1118511","무농약찌개두부3kg(무농약)","","2022년","무농약찌개두부 3kg(무농약)"
"가공식품","농산물가공식품","들기름","1118512","들기름/금호식품","햇살비","2023년","들기름(1L)"
"가공식품","농산물가공식품","들기름","1118513","들기름/금호식품","햇살비","2023년","들기름(햇살비, 1L)/수입산"
"가공식품","농산물가공식품","들기름","1118514","들기름/옥천식품","전가고집","2023년","전가고집 들기름(500ml)"
"가공식품","농산물가공식품","들기름","1118515","들기름","","2023년","햇님마을 들기름_ 500ml"
