"대분류명","중분류명","소분류명","상위식재료코드","상위식재료명","설명"
"가공식품","농산물가공식품","콩가루","1392931","콩가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 대두100% 볶지 않은 생콩가루로 콩국수용 국물이나 순두부제조 또는 콩죽, 국수, 칼국수, 국, 전 등에 첨가하시면 좋습니다. "
"가공식품","농산물가공식품","콩나물가공품","1392932","콩나물가공품","가격은 1kg당이며, 발주는 1kg단위로 가능함 / 무농약두절콩나물,G마크두절콩나물,만나"
"가공식품","농산물가공식품","콩나물가공품","1392933","콩나물가공품","가격은 1kg당이며, 발주는 1kg단위로 가능함 / 무농약두절콩나물,G마크두절콩나물,만나1"
"농산물","두채류","콩나물","1392934","두절콩나물","머리 없는 콩나물로 찜 또는 무침용으로 사용됩니다."
"가공식품","농산물가공식품","콩나물가공품","1392935","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 머리 없는 콩나물로 찜 또는 무침용으로 사용됩니다."
"가공식품","농산물가공식품","콩나물가공품","1392936","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"가공식품","농산물가공식품","콩나물가공품","1392937","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"가공식품","농산물가공식품","콩나물가공품","1392938","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 친환경무농약새싹콩나물(어린),G마크새싹콩나물(어린),만나"
"가공식품","농산물가공식품","콩나물가공품","1392939","콩나물가공품","가격은 1kg당이며, 발주는 1kg단위로 가능함 / 무농약새싹콩나물(어린콩나물),G마크새싹콩나물(어린콩나물),만나"
"가공식품","농산물가공식품","콩나물가공품","1392940","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 재배 4일차 생산으로 줄기가 짧아 부드러우며 어린이들이 섭취하기 좋습니다."
"가공식품","농산물가공식품","콩나물가공품","1392941","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 콩나물의 칼슘함량이 일반콩나물에 비해 높아 영향이 풍부합니다."
"가공식품","농산물가공식품","콩나물가공품","1392942","콩나물가공품","가격은 1kg당이며, 발주는 1kg단위로 가능함 / 무농약콩나물,G마크콩나물,만나"
"농산물","두채류","콩나물","1392943","콩나물","지하수 150미터 암반수에서 끌어올린 음용수로 재배하여 고소함과 아삭함이 좋습니다."
"가공식품","농산물가공식품","콩나물가공품","1392944","콩나물가공품","가격은 1kg당이며, 발주는 1kg단위로 가능함 / 무농약콩나물,G마크콩나물,만나2"
"가공식품","농산물가공식품","콩나물가공품","1392945","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 지하수 150미터 암반수에서 끌어올린 음용수로 재배하여 고소함과 아삭함이 좋습니다."
"가공식품","농산물가공식품","콩나물가공품","1392946","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"가공식품","농산물가공식품","콩나물가공품","1392947","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"농산물","두채류","콩나물","1392948","새싹콩나물","재배 4일차 생산으로 줄기가 짧아 부드러우며 어린이들이 섭취하기 좋습니다."
"가공식품","농산물가공식품","콩나물가공품","1392949","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"가공식품","농산물가공식품","콩나물가공품","1392950","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"가공식품","농산물가공식품","콩나물가공품","1392951","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"가공식품","농산물가공식품","콩나물가공품","1392952","콩나물가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무농약재배, 국산원료"
"가공식품","농산물가공식품","콩비지","1392953","콩비지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 한둘 국산 순콩비지"
"가공식품","농산물가공식품","콩비지","1392954","콩비지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 콩비지(2kg)"
"가공식품","농산물가공식품","키위가공품","1392955","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","키위가공품","1392956","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","키위가공품","1392957","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","키위가공품","1392958","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","키위가공품","1392959","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","키위가공품","1392960","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세로 1/4 컷팅"
"가공식품","농산물가공식품","키위가공품","1392961","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세로 1/2 컷팅"
"가공식품","농산물가공식품","키위가공품","1392962","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세로 1/2 컷팅 후 컵포장"
"가공식품","농산물가공식품","키위가공품","1392963","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깍둑썰기 키위"
"가공식품","농산물가공식품","키위가공품","1392964","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세로 1/4 컷팅"
"가공식품","농산물가공식품","키위가공품","1392965","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세로 1/2 컷팅"
"가공식품","농산물가공식품","키위가공품","1392966","키위가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깍둑썰기 키위"
"가공식품","농산물가공식품","토란","1392967","토란","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깐알토란"
"가공식품","농산물가공식품","토란대","1392968","토란대","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 토란대를 세척, 불림, 데침, 선별 , 포장 공정을 거친 제품"
"가공식품","농산물가공식품","토란대","1392969","토란대","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 토란대(건데친)"
"가공식품","농산물가공식품","토란대","1392970","토란대","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","토란대","1392971","토란대","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 껍질제거 아린맛 없음"
"가공식품","농산물가공식품","토란대","1392972","토란대","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","파슬리가공품","1392973","파슬리가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","파인애플가공품","1392974","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392975","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392976","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392977","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392978","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392979","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392980","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392981","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류"
"가공식품","농산물가공식품","파인애플가공품","1392982","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392983","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392984","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392985","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392986","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392987","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392988","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392989","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 조각과일류1"
"가공식품","농산물가공식품","파인애플가공품","1392990","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392991","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392992","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392993","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392994","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392995","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392996","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392997","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392998","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1392999","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1393000","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1393001","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1393002","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1393003","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1393004","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","파인애플가공품","1393005","파인애플가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","팔각","1393006","팔각","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 팔각"
"가공식품","농산물가공식품","팔각","1393007","팔각","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","포도가공품(국내산)","1393008","포도가공품(국내산)","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","포도가공품(수입)","1393009","포도가공품(수입)","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 포도알 벌크포장"
"가공식품","농산물가공식품","포도가공품(수입)","1393010","포도가공품(수입)","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","포도가공품(수입)","1393011","포도가공품(수입)","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 컵에 들어가는 포도알"
"가공식품","농산물가공식품","포도가공품(수입)","1393012","포도가공품(수입)","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 컵에 들어가는 포도알"
"가공식품","농산물가공식품","표고가루","1393013","표고가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산표고버섯가루100%. 각종요리에 표고버섯맛을 낼때사용, 영양식으로 드셔도 좋고, 정량에 관계없이 입맛에 맞게 사용. 정성된 원료만을 엄선하여 위생적인 시설에 의하여 제조되고있음."
"가공식품","농산물가공식품","피마자","1393014","피마자","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","피칸","1393015","피칸","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","해바라기씨","1393016","해바라기씨","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","해바라기씨","1393017","해바라기씨","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","호두","1393018","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 피호두을 까서 건조하여 깨끗하게 선별한 제품"
"가공식품","농산물가공식품","호두","1393019","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 미국 생산. 맛과 향이 좋음."
"가공식품","농산물가공식품","호두","1393020","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","호두","1393021","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","호두","1393022","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 미국 생산. 맛과 향이 좋음."
"가공식품","농산물가공식품","호두","1393023","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 미국 생산. 맛과 향이 좋음."
"가공식품","농산물가공식품","호두","1393024","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 미국 생산. 맛과 향이 좋음."
"가공식품","농산물가공식품","호두","1393025","호두","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","호박씨","1393026","호박씨","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","호박씨","1393027","호박씨","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"농산물","과일과채류","딸기","1393031","딸기","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/개당20-21g내외"
"농산물","과일과채류","딸기","1393032","딸기","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/딸기,3x4 (45개 내외/1kg)/국산"
"농산물","과일과채류","딸기","1393033","딸기","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/개당16-17g내외"
"농산물","과일과채류","딸기","1393034","딸기","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/딸기,3x5 (55개 내외/1kg)/국산"
"농산물","과일과채류","메론","1393037","메론","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/메론/세지(3수/5kg)"
"농산물","과일과채류","메론","1393038","메론","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/통당1.7K내외"
"농산물","과일과채류","메론","1393039","메론","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/메론/세지(3수/5kg)/국산"
"농산물","과일과채류","방울토마토","1393040","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(10g/개,샐러드용)"
"농산물","과일과채류","방울토마토","1393041","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/개당10g내외"
"농산물","과일과채류","방울토마토","1393042","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(10g/개,샐러드용)/국산"
"농산물","과일과채류","방울토마토","1393043","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(15-20g/개)"
"농산물","과일과채류","방울토마토","1393044","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/개당15-12g내외"
"농산물","과일과채류","방울토마토","1393045","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(15-20g/개)/국산"
"농산물","과일과채류","방울토마토","1393046","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(20-30g/개)"
"농산물","과일과채류","방울토마토","1393047","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/개당20-30g내외"
"농산물","과일과채류","방울토마토","1393048","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(20-30g/개)/국산"
"농산물","과일과채류","방울토마토","1393049","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(대추)"
"농산물","과일과채류","방울토마토","1393050","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/팩당750g"
"농산물","과일과채류","방울토마토","1393051","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/방울토마토(대추)/국산"
"농산물","과일과채류","방울토마토","1393053","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/주황(노랑)방울토마토(대추,샐러드용)"
"농산물","과일과채류","토마토","1393054","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/150g내외"
"농산물","과일과채류","토마토","1393055","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/완숙토마토(150g 내외)/국산"
"농산물","과일과채류","토마토","1393056","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/150g내외"
"농산물","과일과채류","토마토","1393057","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/완숙토마토(소스용, 샐러드용)/국산"
"농산물","과일과채류","토마토","1393058","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/200g내외"
"농산물","과일과채류","토마토","1393059","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/완숙토마토,200g/개/국산"
"농산물","과일과채류","토마토","1393060","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/250g내외"
"농산물","과일과채류","토마토","1393061","토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/완숙토마토,250g/개/국산"
"농산물","과일류","감귤","1393064","감귤","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/노지 감귤,2S(58g)"
"농산물","과일류","감귤","1393065","감귤","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/노지 감귤,2S(60g)/국산"
"농산물","과일류","감귤","1393068","감귤","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/노지 감귤,M(90g)"
"농산물","과일류","감귤","1393069","감귤","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/노지 감귤,M(90g)/국산"
"농산물","과일류","감귤","1393070","감귤","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/노지 감귤,S(70g)"
"농산물","과일류","감귤","1393071","감귤","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/노지 감귤,S(70g)/국산"
"농산물","과일류","단감","1393084","단감","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/단감(일반공급)40내(250g)/국산"
"농산물","과일류","단감","1393085","단감","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/단감(일반공급)50내(200-220g)/국산"
"농산물","과일류","단감","1393086","단감","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/단감(일반공급)60내(166-199g)/국산"
"농산물","과일류","대추","1393087","대추","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/국내산 생대추 깨끗이 말림 제픔"
"농산물","과일류","대추","1393088","대추","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/국내산 대추를 슬라이스 절단하여 건조한 제품"
"농산물","과일류","대추","1393089","대추","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/국내산 대추를 슬라이스 절단한 제품"
"농산물","과일류","대추","1393090","대추","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/국내산 대추씨를 제거한 제품"
"농산물","과일류","레몬","1393091","레몬","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/불가능"
"농산물","과일류","레몬","1393092","레몬","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/미국산,호주산,칠레산등등 그시기에 맞게 상품공급 "
"농산물","과일류","바나나","1393093","바나나","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/불가능"
"농산물","과일류","바나나","1393094","바나나","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/불가능"
"농산물","과일류","바나나","1393095","바나나","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/표면에 스크래치가 있어도 필리핀산 공급예정(당도우선)"
"농산물","과일류","바나나","1393096","바나나","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/불가능"
"농산물","과일류","배","1393097","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/20내(750g,15-20개)"
"농산물","과일류","배","1393098","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/20내(750g,15-20개)/국산"
"농산물","과일류","배","1393099","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/750g내외"
"농산물","과일류","배","1393100","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/25내(600g,21-25개)"
"농산물","과일류","배","1393101","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/25내(600g,21-25개)/국산"
"농산물","과일류","배","1393102","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/600g내외"
"농산물","과일류","배","1393103","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/30내(26-30개)"
"농산물","과일류","배","1393104","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/30내(26-30개)/국산"
"농산물","과일류","배","1393105","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/500g내외"
"농산물","과일류","배","1393106","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/40내(35-40개)"
"농산물","과일류","배","1393107","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)/40내(35-40개)/국산"
"농산물","과일류","배","1393108","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/배(일반공급)소스용/30내"
"농산물","과일류","배","1393109","배","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/500g내외"
"농산물","과일류","사과","1393110","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 27~30과"
"농산물","과일류","사과","1393111","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 27~30과(330g/개)/국산"
"농산물","과일류","사과","1393112","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/330g내외"
"농산물","과일류","사과","1393113","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 31~33과"
"농산물","과일류","사과","1393114","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 31~33과(300g/개)/국산"
"농산물","과일류","사과","1393115","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/300g내외"
"농산물","과일류","사과","1393116","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 34~36과"
"농산물","과일류","사과","1393117","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 34~36과(275g/개)/국산"
"농산물","과일류","사과","1393119","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 37~40과"
"농산물","과일류","사과","1393120","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 37~40과(250g/개)/국산"
"농산물","과일류","사과","1393121","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/250g내외"
"농산물","과일류","사과","1393122","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 41~45과"
"농산물","과일류","사과","1393123","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 41~45과(220g/개)/국산"
"농산물","과일류","사과","1393124","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/220g내외"
"농산물","과일류","사과","1393125","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 46~50과"
"농산물","과일류","사과","1393126","사과","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/사과(일반공급) 10Kg 46~50과/국산"
"농산물","과일류","아보카도","1393127","아보카도","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/불가능"
"농산물","과일류","아보카도","1393128","아보카도","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/뉴질랜드,페루,멕시코산지등등 공급"
"농산물","과일류","오렌지","1393129","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 200g/개"
"농산물","과일류","오렌지","1393130","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 200g/개/국산"
"농산물","과일류","오렌지","1393131","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 250g/개"
"농산물","과일류","오렌지","1393132","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 250g/개/국산"
"농산물","과일류","오렌지","1393133","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/250g내외"
"농산물","과일류","오렌지","1393134","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 300g/개"
"농산물","과일류","오렌지","1393135","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 300g/개/국산"
"농산물","과일류","오렌지","1393136","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/300g내외"
"농산물","과일류","오렌지","1393137","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 350g/개"
"농산물","과일류","오렌지","1393138","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 350g/개/국산"
"농산물","과일류","오렌지","1393139","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 400g/개"
"농산물","과일류","오렌지","1393140","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/레드향(탄금향) 400g/개/국산"
"농산물","과일류","오렌지","1393141","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/400g내외"
"농산물","과일류","오렌지","1393145","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/천혜향,200g/개"
"농산물","과일류","오렌지","1393146","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/천혜향,220g/개"
"농산물","과일류","오렌지","1393147","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/천혜향,250g/개"
"농산물","과일류","오렌지","1393149","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/천혜향,300g/개"
"농산물","과일류","오렌지","1393153","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/200g내외"
"농산물","과일류","오렌지","1393157","오렌지","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/한라봉,250g/개"
