"대분류명","중분류명","소분류명","상위식재료코드","상위식재료명","설명"
"가공식품","농산물가공식품","가시오가피","1392298","가시오가피","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","가지말랭이","1392299","가지말랭이","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 가지를 절단하여 깨끗이 말린 제품"
"가공식품","농산물가공식품","가지말랭이","1392300","가지말랭이","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가지말랭이"
"가공식품","농산물가공식품","가지말랭이","1392301","가지말랭이","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","감말랭이","1392302","감말랭이","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 감을 피 제거후 절단하여 깨끝이 말린 제품"
"가공식품","농산물가공식품","감말랭이","1392303","감말랭이","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 청도 감을 1/4로 나눠 반건조."
"가공식품","농산물가공식품","감말랭이","1392304","감말랭이","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 감말랭이"
"가공식품","농산물가공식품","감자전분","1392305","감자전분","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산감자 100%로 만든 감자전분이 99%인 제품입니다. 튀김에 바삭거리는 촉감이나 밀가루제품에 쫄깃한 맛을 부여하기 위하여 혼합사용하는 제품입니다"
"가공식품","농산물가공식품","감자전분","1392306","감자전분","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산감자 100%로 만든 감자전분이 99%인 제품입니다. 튀김에 바삭거리는 촉감이나 밀가루제품에 쫄깃한 맛을 부여하기 위하여 혼합사용하는 제품입니다"
"가공식품","농산물가공식품","감초","1392307","감초","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 형태가 잘 잡혀져있으며 향이 좋음. 슬라이스 됨."
"가공식품","농산물가공식품","감초","1392309","감초","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 감초"
"가공식품","농산물가공식품","건목이버섯","1392310","건목이버섯","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / (건)흰목이버섯"
"가공식품","농산물가공식품","건목이버섯","1392311","건목이버섯","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 생목이 깨끗이 말림 제픔"
"가공식품","농산물가공식품","건목이버섯","1392312","건목이버섯","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 형태가 잘 잡혀져있으며 색이 좋고 잘 마름."
"가공식품","농산물가공식품","건목이버섯","1392315","건목이버섯","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건목이버섯"
"가공식품","농산물가공식품","건블루베리","1392316","건블루베리","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 형태가 잘 잡혀져있으며 색이 좋음."
"가공식품","농산물가공식품","건크렌베리","1392317","건크렌베리","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 형태가 잘 잡혀져있으며 색이 좋음."
"가공식품","농산물가공식품","건포도","1392318","건포도","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 형태가 잘 잡혀져있으며 색이 좋음."
"가공식품","농산물가공식품","건표고가공품","1392321","건표고가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 형태가 잘 잡혀져있으며 깨끗하게 잘 건조됨."
"가공식품","농산물가공식품","건표고가공품","1392323","건표고가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건표고 슬라이스"
"가공식품","농산물가공식품","건표고가공품","1392328","건표고가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건표고버섯"
"가공식품","농산물가공식품","건표고가공품","1392330","건표고가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건표고버섯을 통으로 건조함  향이 진함"
"가공식품","농산물가공식품","건표고가공품","1392340","건표고가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 표고기둥을 제거 슬라이스하여 건조"
"가공식품","농산물가공식품","건표고가공품","1392348","건표고가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건표고슬라이스"
"가공식품","농산물가공식품","건표고가공품","1392349","건표고가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건표고칩"
"가공식품","농산물가공식품","검정깨","1392350","검정깨","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 중국산 볶음 검정깨로 양념용으로 사용"
"가공식품","농산물가공식품","검정깨","1392351","검정깨","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 볶음 검정깨로 양념용으로 사용"
"가공식품","농산물가공식품","검정깨","1392352","검정깨","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산검정깨100%"
"가공식품","농산물가공식품","견과류기타","1392353","견과류기타","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","견과류믹스","1392354","견과류믹서","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 땅콩, 호두, 아몬드, 해바라기씨, 호박씨로 구성됨."
"가공식품","농산물가공식품","견과류믹스","1392357","견과류믹서","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 땅콩, 호두, 아몬드, 해바라기씨, 호박씨, 케슈넛으로 구성됨."
"가공식품","농산물가공식품","견과류믹스","1392358","견과류믹서","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 땅콩, 호두, 아몬드, 해바라기씨, 호박씨, 케슈넛, 헤이즐넛으로 구성됨."
"가공식품","농산물가공식품","결명자","1392359","결명자","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 결명자를 깨끗이 말린 제품"
"가공식품","농산물가공식품","계피","1392360","계피","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","계피","1392361","계피","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 형태가 잘 잡혀져있으며 향이 좋음."
"가공식품","농산물가공식품","계피","1392362","계피","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 통계피"
"가공식품","농산물가공식품","계피","1392363","계피","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 수입산 통계피"
"가공식품","농산물가공식품","고구마순","1392364","고구마순","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 건고무마순을 세척, 불림, 데침, 선별 , 포장 공정을 거친 제품"
"가공식품","농산물가공식품","고구마순","1392365","고구마순","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 고구마순(건데친)"
"가공식품","농산물가공식품","고구마순","1392367","고구마순","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건고구마순 데쳐서 위생 포장 함"
"가공식품","농산물가공식품","고구마순","1392368","고구마순","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","고구마전분","1392369","고구마전분","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 고구마전분99%와 토종밀가루 1%를 원료로 엄선하여 만든 고구마전분맛은 만두, 국수, 부침, 탕수육, 튀김등 각종조리에 소량 사용하시면 맛과 영양이 풍부하고 좋습니다."
"가공식품","농산물가공식품","고비","1392370","고비","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 고비(건데친)"
"가공식품","농산물가공식품","고사리가공품","1392371","고사리가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","고사리가공품","1392372","고사리가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 4월~월에 수확한 초벌고사리만 사용해 줄기가 연하고 식감이 쫄깃합"
"가공식품","농산물가공식품","고사리가공품","1392375","고사리가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 고사리(데친)"
"가공식품","농산물가공식품","고사리가공품","1392377","고사리가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 고사리(데친/haccp인증)"
"가공식품","농산물가공식품","고추가공품","1392378","고추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건고추잎"
"가공식품","농산물가공식품","고추가공품","1392379","고추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깨끗하게 잘 마르고 색이 진함."
"가공식품","농산물가공식품","고추가공품","1392381","고추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건홍고추"
"가공식품","농산물가공식품","고추가공품","1392383","고추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건홍고추(꼭지제거)"
"가공식품","농산물가공식품","고추가공품","1392384","고추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 마른 고추"
"가공식품","농산물가공식품","고추가공품","1392385","고추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","고추나물","1392387","고추나물","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 무말랭이 무침할때 고명으로 사용"
"가공식품","농산물가공식품","고추나물","1392388","고추나물","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 고추나물(데친)"
"가공식품","농산물가공식품","고춧가루","1392389","고춧가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 고춧가루로 양념용으로 사용"
"가공식품","농산물가공식품","고춧가루","1392393","고춧가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 고춧가루로 양념용으로 사용/태양초"
"가공식품","농산물가공식품","고춧가루","1392394","고춧가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산고추100%. 세절고추 .Haccp인증. 저온건조. 수세척. 비타민C"
"가공식품","농산물가공식품","고춧가루","1392398","고춧가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산고추100%. Haccp인증"
"가공식품","농산물가공식품","고춧가루","1392401","고춧가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 건고추 100%"
"가공식품","농산물가공식품","곤드레","1392405","곤드레","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건곤드레"
"가공식품","농산물가공식품","곤드레","1392407","곤드레","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","곤드레","1392409","곤드레","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 곤드레(건데친)"
"가공식품","농산물가공식품","곤드레","1392413","곤드레","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 건곤드레를 데쳐 깊은 맛이 남"
"가공식품","농산물가공식품","곤드레","1392417","곤드레","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 곤드레(데친)"
"가공식품","농산물가공식품","곤드레","1392423","곤드레","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 향이 강하지 않고 조리법이 다양함"
"가공식품","농산물가공식품","구기자","1392427","구기자","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","기타","1392429","기타","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","기타","1392430","기타","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","기타","1392431","기타","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","기타","1392432","기타","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 냉동완두콩"
"가공식품","농산물가공식품","기타","1392433","기타","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","깻잎가공품","1392434","깻잎가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깻잎순(데친)"
"가공식품","농산물가공식품","깻잎가공품","1392435","깻잎가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 순바라깻잎(데친)"
"가공식품","농산물가공식품","냉동옥수수알","1392436","냉동옥수수알","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 냉동 옥수수알"
"가공식품","농산물가공식품","냉이가공품","1392437","냉이가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세척 냉이"
"가공식품","농산물가공식품","냉이가공품","1392438","냉이가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 냉이(손질)"
"가공식품","농산물가공식품","냉이가공품","1392439","냉이가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 냉이(손질)"
"가공식품","농산물가공식품","녹두가루","1392440","녹두가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산녹두 100% 순수 국산 녹두를 도정하고 분쇄하여 분말로 만든제품 눅두죽이나 빈대떡을 만드는데 바로 이용할 수 있는 제품입니다."
"가공식품","농산물가공식품","눈개승마","1392441","눈개승마","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","늙은호박","1392442","늙은호박","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 늙은호박(죽용)"
"가공식품","농산물가공식품","늙은호박","1392443","늙은호박","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","늙은호박","1392444","늙은호박","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 늙은호박(찜용)"
"가공식품","농산물가공식품","늙은호박","1392445","늙은호박","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","늙은호박","1392446","늙은호박","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 늙은호박(채)"
"가공식품","농산물가공식품","늙은호박","1392447","늙은호박","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","단감가공품","1392448","단감가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 반달 조각낸 단감"
"가공식품","농산물가공식품","단감가공품","1392449","단감가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 반달 조각낸 단감"
"가공식품","농산물가공식품","단감가공품","1392450","단감가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깍둑썰기 단감"
"가공식품","농산물가공식품","단감가공품","1392451","단감가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","단감가공품","1392452","단감가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 신선편의식품"
"가공식품","농산물가공식품","달걀","1392453","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란1"
"가공식품","농산물가공식품","달걀","1392454","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란2"
"가공식품","농산물가공식품","달걀","1392455","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란3"
"가공식품","농산물가공식품","달걀","1392456","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란"
"가공식품","농산물가공식품","달걀","1392457","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 10개입(600g), 농협 ,HACCP, 무항생제, 1+등급"
"가공식품","농산물가공식품","달걀","1392458","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 30개입(1800g), 농협, HACCP, 무항생제, 1+등급"
"가공식품","농산물가공식품","달걀","1392459","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란, 무항생제"
"가공식품","농산물가공식품","달걀","1392460","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란1"
"가공식품","농산물가공식품","달걀","1392461","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란2"
"가공식품","농산물가공식품","달걀","1392462","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란1"
"가공식품","농산물가공식품","달걀","1392463","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란2"
"가공식품","농산물가공식품","달걀","1392464","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 식용란3"
"가공식품","농산물가공식품","달걀","1392465","달걀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 1등급 특란 30구"
"가공식품","농산물가공식품","당귀","1392466","당귀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 당귀을 깨끗하게 건조하여 선별한 제품"
"가공식품","농산물가공식품","당귀","1392467","당귀","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 맛과 향이 좋음."
"가공식품","농산물가공식품","대추가공품","1392468","대추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깨끗하게 잘 마르고 색이 좋음."
"가공식품","농산물가공식품","대추가공품","1392469","대추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깨끗하게 잘 마르고 색이 좋음."
"가공식품","농산물가공식품","대추가공품","1392470","대추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깨끗하게 잘 마르고 색이 좋음."
"가공식품","농산물가공식품","대추가공품","1392471","대추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깨끗하게 잘 마르고 색이 좋음."
"가공식품","농산물가공식품","대추가공품","1392472","대추가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깨끗하게 잘 마르고 색이 좋음."
"가공식품","농산물가공식품","대파가공품","1392473","대파가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 대파채"
"가공식품","농산물가공식품","대파가공품","1392474","대파가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 대파채"
"가공식품","농산물가공식품","대파가공품","1392475","대파가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 대파채"
"가공식품","농산물가공식품","대파가공품","1392476","대파가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","더덕","1392477","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 깐더덕"
"가공식품","농산물가공식품","더덕","1392478","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","더덕","1392479","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 더덕(눌린것)"
"가공식품","농산물가공식품","더덕","1392480","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","더덕","1392481","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 더덕실채"
"가공식품","농산물가공식품","더덕","1392482","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","더덕","1392483","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 더덕채"
"가공식품","농산물가공식품","더덕","1392484","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","더덕","1392485","더덕","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 더덕을 깨끗하게 세척후 채썰음"
"농산물","과일과채류","방울토마토","1393052","방울토마토","가격은 1kg당이며, 발주는 0.1kg단위로 가능함/팩당750g"
"가공식품","농산물가공식품","도라지가공품","1392486","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 도톰한 부위를 2~3cm절단 (두꺼운것은 쪼갬)"
"가공식품","농산물가공식품","도라지가공품","1392487","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 통도라지를 눌림"
"가공식품","농산물가공식품","도라지가공품","1392488","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 도라지(강정용)"
"가공식품","농산물가공식품","도라지가공품","1392489","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 도라지(강정용)"
"가공식품","농산물가공식품","도라지가공품","1392490","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392491","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 껍질제거하여 위생포장 합"
"가공식품","농산물가공식품","도라지가공품","1392492","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 도라지(눌린것)"
"가공식품","농산물가공식품","도라지가공품","1392493","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 도라지(눌린것)"
"가공식품","농산물가공식품","도라지가공품","1392494","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392495","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392496","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392497","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392498","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 실채도라지"
"가공식품","농산물가공식품","도라지가공품","1392499","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 실채도라지"
"가공식품","농산물가공식품","도라지가공품","1392500","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 실채도라지"
"가공식품","농산물가공식품","도라지가공품","1392501","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392502","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세척후 무채처럼 가늘게 채썰음"
"가공식품","농산물가공식품","도라지가공품","1392503","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세척후 무채처럼 가늘게 채썰음"
"가공식품","농산물가공식품","도라지가공품","1392504","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 채도라지"
"가공식품","농산물가공식품","도라지가공품","1392505","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 채도라지"
"가공식품","농산물가공식품","도라지가공품","1392506","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 채도라지"
"가공식품","농산물가공식품","도라지가공품","1392507","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392508","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세척후 채썰음"
"가공식품","농산물가공식품","도라지가공품","1392509","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 세척후 채썰음"
"가공식품","농산물가공식품","도라지가공품","1392510","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392511","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392512","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392513","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392514","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392515","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392516","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392517","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392518","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 // 가능"
"가공식품","농산물가공식품","도라지가공품","1392519","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392520","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 통도라지"
"가공식품","농산물가공식품","도라지가공품","1392521","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 통도라지"
"가공식품","농산물가공식품","도라지가공품","1392522","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 가능"
"가공식품","농산물가공식품","도라지가공품","1392523","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 껍질 제거하여 위생포장 함"
"가공식품","농산물가공식품","도라지가공품","1392524","도라지가공품","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 떡국떡 모양으로 슬라이스"
"가공식품","농산물가공식품","들기름","1392541","들기름","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 들깨를 착유한 것으로 조리용으로 사용"
"가공식품","농산물가공식품","들기름","1392542","들기름","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 중국산 들깨를 착유한 것으로 조리용으로 사용"
"가공식품","농산물가공식품","들기름","1392543","들기름","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산들깨100%"
"가공식품","농산물가공식품","들기름","1392544","들기름","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 들깨 100%"
"가공식품","농산물가공식품","들깨가루","1392545","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국내산 들깨의 껍질을 벗겨내어 곱게 한것으로 조리용으로 사용"
"가공식품","농산물가공식품","들깨가루","1392546","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 들깨 100% 선식이나 미숫가루에 적당량을 섞어 먹거나, 들깨차로 들깨가루(5) 설탕(1) 비율로 물이나 우유에 타 드시면 됩니다. 미역국, 토란국, 우거지국, 탕 나물무침에 적당량을 넣으면 좋습니다. "
"가공식품","농산물가공식품","들깨가루","1392547","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 들깨 100% 선식이나 미숫가루에 적당량을 섞어 먹거나, 들깨차로 들깨가루(5) 설탕(1) 비율로 물이나 우유에 타 드시면 됩니다. 미역국, 토란국, 우거지국, 탕 나물무침에 적당량을 넣으면 좋습니다. "
"가공식품","농산물가공식품","들깨가루","1392548","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 들깨 100% 선식이나 미숫가루에 적당량을 섞어 먹거나, 들깨차로 들깨가루(5) 설탕(1) 비율로 물이나 우유에 타 드시면 됩니다. 미역국, 토란국, 우거지국, 탕 나물무침에 적당량을 넣으면 좋습니다. "
"가공식품","농산물가공식품","들깨가루","1392549","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 들깨 100% 선식이나 미숫가루에 적당량을 섞어 먹거나, 들깨차로 들깨가루(5) 설탕(1) 비율로 물이나 우유에 타 드시면 됩니다. 미역국, 토란국, 우거지국, 탕 나물무침에 적당량을 넣으면 좋습니다. "
"가공식품","농산물가공식품","들깨가루","1392550","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 들깨 100% 선식이나 미숫가루에 적당량을 섞어 먹거나, 들깨차로 들깨가루(5) 설탕(1) 비율로 물이나 우유에 타 드시면 됩니다. 미역국, 토란국, 우거지국, 탕 나물무침에 적당량을 넣으면 좋습니다. "
"가공식품","농산물가공식품","들깨가루","1392551","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산 들깨 100% 선식이나 미숫가루에 적당량을 섞어 먹거나, 들깨차로 들깨가루(5) 설탕(1) 비율로 물이나 우유에 타 드시면 됩니다. 미역국, 토란국, 우거지국, 탕 나물무침에 적당량을 넣으면 좋습니다. "
"가공식품","농산물가공식품","들깨가루","1392552","들깨가루","가격은 1kg당이며, 발주는 0.1kg단위로 가능함 / 국산들깨100%"
