index,ingredient_a,ingredient_b,substitution_direction,similarity_score,substitution_reason,feature_similarity,category_similarity,category_match_level,calculation_details
1202,참조기,문치가자미,참조기→문치가자미,0.87,"향 유사, 식감 유사",0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물, 흰살생선 | 분류일치: 세세분류: 생선류"
1203,술봉가자미,매퉁이,술봉가자미→매퉁이,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1204,매퉁이,술봉가자미,매퉁이→술봉가자미,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1205,매퉁이,개볼락,매퉁이→개볼락,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1206,개볼락,매퉁이,개볼락→매퉁이,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1207,매퉁이,네동가리,매퉁이→네동가리,0.87,"향 유사, 식감 유사",0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1208,네동가리,매퉁이,네동가리→매퉁이,0.87,"향 유사, 식감 유사",0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1209,참조기,참가자미,참조기→참가자미,0.87,"향 유사, 식감 유사",0.69,1.0,세세분류,"Feature유사도: 0.69 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물, 흰살생선 | 분류일치: 세세분류: 생선류"
1210,참가자미,참조기,참가자미→참조기,0.87,"향 유사, 식감 유사",0.69,1.0,세세분류,"Feature유사도: 0.69 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물, 흰살생선 | 분류일치: 세세분류: 생선류"
1211,참조기,넙치,참조기→넙치,0.87,"향 유사, 식감 유사",0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물, 흰살생선 | 분류일치: 세세분류: 생선류"
1212,넙치,참조기,넙치→참조기,0.87,"향 유사, 식감 유사",0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물, 흰살생선 | 분류일치: 세세분류: 생선류"
1213,개볼락,네동가리,개볼락→네동가리,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1214,네동가리,개볼락,네동가리→개볼락,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1215,민태,네동가리,민태→네동가리,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1216,네동가리,민태,네동가리→민태,0.87,"향 유사, 식감 유사",0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 담백함, 생선류, 수산물 | 분류일치: 세세분류: 생선류"
1217,무지개송어,다랑어,무지개송어→다랑어,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 붉은살, 생선류, 수산물, 지방풍미 | 분류일치: 세세분류: 생선류"
1218,다랑어,무지개송어,다랑어→무지개송어,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 붉은살, 생선류, 수산물, 지방풍미 | 분류일치: 세세분류: 생선류"
1219,쥐치,부시리,쥐치→부시리,0.87,향 유사,0.68,1.0,세세분류,"Feature유사도: 0.68 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 생선류, 수산물, 지방풍미, 회용 | 분류일치: 세세분류: 생선류"
1220,부시리,쥐치,부시리→쥐치,0.87,향 유사,0.68,1.0,세세분류,"Feature유사도: 0.68 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 생선류, 수산물, 지방풍미, 회용 | 분류일치: 세세분류: 생선류"
1221,부시리,다랑어,부시리→다랑어,0.87,향 유사,0.68,1.0,세세분류,"Feature유사도: 0.68 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 대형어종, 생선류, 수산물, 지방풍미 | 분류일치: 세세분류: 생선류"
1222,다랑어,부시리,다랑어→부시리,0.87,향 유사,0.68,1.0,세세분류,"Feature유사도: 0.68 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 대형어종, 생선류, 수산물, 지방풍미 | 분류일치: 세세분류: 생선류"
1223,다랑어,청새치,다랑어→청새치,0.87,향 유사,0.68,1.0,세세분류,"Feature유사도: 0.68 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 대형어종, 생선류, 수산물, 지방풍미 | 분류일치: 세세분류: 생선류"
1224,청새치,다랑어,청새치→다랑어,0.87,향 유사,0.68,1.0,세세분류,"Feature유사도: 0.68 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 대형어종, 생선류, 수산물, 지방풍미 | 분류일치: 세세분류: 생선류"
1225,꽁치,날치,꽁치→날치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1226,날치,꽁치,날치→꽁치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1227,꽁치,까나리,꽁치→까나리,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1228,까나리,꽁치,까나리→꽁치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1229,꽁치,고랑치,꽁치→고랑치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1230,고랑치,꽁치,고랑치→꽁치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1231,꽁치,갈치,꽁치→갈치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1232,갈치,꽁치,갈치→꽁치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1233,꽁치,놀래미,꽁치→놀래미,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1234,놀래미,꽁치,놀래미→꽁치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1235,꽁치,서대,꽁치→서대,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1236,서대,꽁치,서대→꽁치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1237,꽁치,숭어,꽁치→숭어,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1238,숭어,꽁치,숭어→꽁치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1239,가자미,날치,가자미→날치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1240,날치,가자미,날치→가자미,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1241,가자미,까나리,가자미→까나리,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1242,까나리,가자미,까나리→가자미,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1243,가자미,숭어,가자미→숭어,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1244,숭어,가자미,숭어→가자미,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1245,가자미,전갱이,가자미→전갱이,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1246,전갱이,가자미,전갱이→가자미,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1247,가자미,줄전갱이,가자미→줄전갱이,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1248,줄전갱이,가자미,줄전갱이→가자미,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1249,도미,날치,도미→날치,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1250,날치,도미,날치→도미,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1251,도미,까나리,도미→까나리,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1252,까나리,도미,까나리→도미,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1253,도미,숭어,도미→숭어,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1254,숭어,도미,숭어→도미,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1255,도미,쏘가리,도미→쏘가리,0.87,향 유사,0.69,1.0,세세분류,"Feature유사도: 0.69 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 고급풍미, 단백함, 비린맛, 해산물향 | 분류일치: 세세분류: 생선류"
1256,쏘가리,도미,쏘가리→도미,0.87,향 유사,0.69,1.0,세세분류,"Feature유사도: 0.69 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 고급풍미, 단백함, 비린맛, 해산물향 | 분류일치: 세세분류: 생선류"
1257,도미,전갱이,도미→전갱이,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1258,전갱이,도미,전갱이→도미,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1259,도미,줄전갱이,도미→줄전갱이,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1260,줄전갱이,도미,줄전갱이→도미,0.87,향 유사,0.66,1.0,세세분류,"Feature유사도: 0.66 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1261,열기,날치,열기→날치,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1262,날치,열기,날치→열기,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
1263,열기,까나리,열기→까나리,0.87,향 유사,0.67,1.0,세세분류,"Feature유사도: 0.67 | 분류유사도: 1.00 (세세분류) | 최종점수: 0.87 | 공통특성: 감칠맛, 단백함, 비린맛, 수산물, 해산물향 | 분류일치: 세세분류: 생선류"
