keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부
코코넛오일,재료,양념/조미료,풍미오일,풍미오일,,"고소함, 향긋함",,,
참기름,재료,양념/조미료,풍미오일,풍미오일,,"고소함, 향긋함",,,
생들기름,재료,양념/조미료,풍미오일,풍미오일,,"고소함, 향긋함",,,
엑스트라버진,재료,양념/조미료,풍미오일,풍미오일,,"고소함, 향긋함, 식물성오일",엑스트라버진올리브오일,,ㅇ
고추씨유,재료,양념/조미료,풍미오일,풍미오일,,"매운맛, 향신, 풍미",,,ㅇ
쇼트닝,재료,양념/조미료,풍미오일,풍미오일,,"식감추가, 고소함",,,ㅇ
코코넛유,재료,양념/조미료,풍미오일,풍미오일,,"은은함, 코코넛향, 고소함",,,ㅇ
복숭아씨기름,재료,양념/조미료,풍미오일,풍미오일,,"풍미, 은은함",,,ㅇ
화조유,재료,양념/조미료,풍미오일,풍미오일,,"향긋함, 은은함",,,
다진마늘,재료,양념/조미료,향신다짐류,마늘류,,"매운맛, 향긋함",간마늘,,
산마늘,재료,양념/조미료,향신다짐류,마늘류,,"알싸함,향긋함",,,ㅇ
마늘,재료,양념/조미료,향신다짐류,마늘류,,"매운맛, 향긋함","갈릭, 깐마늘",,
통마늘,재료,양념/조미료,향신다짐류,마늘류,,"향긋함,알싸함",마늘,,ㅇ
깐마늘,재료,양념/조미료,향신다짐류,마늘류,,"향긋함,알싸함",마늘,,ㅇ
생강,재료,양념/조미료,향신다짐류,생강류,,"알싸함, 향긋함","간생강, 다진생강, 생강편, 햇생강, 생강가루",,
생강편,재료,양념/조미료,향신다짐류,생강류,,"향긋함, 알싸함",(삭제),생강,
깐생강,재료,양념/조미료,향신다짐류,생강류,,"향신, 알싸함, 은은함",,생강,ㅇ
생강페이스트,재료,양념/조미료,향신다짐류,생강류,,"향신, 알싸함, 은은함",생강 페이스트,생강,ㅇ
생강 페이스트,재료,양념/조미료,향신다짐류,생강류,,"향신, 알싸함, 은은함",생강페이스트,생강,ㅇ
참깨,재료,양념/조미료,향신료/허브류,고소한 향신조미,,"고소함, 식감추가",,,
깨소금,재료,양념/조미료,향신료/허브류,고소한 향신조미,,"고소함, 짠맛, 향긋함",,,
향신료,재료,양념/조미료,향신료/허브류,기타 향신료,,"향긋함, 매운맛",,,
허브,재료,양념/조미료,향신료/허브류,기타 향신료,,"향긋함, 은은함",,,
코코아가루,재료,양념/조미료,향신료/허브류,단맛/향조미,,"단맛, 색감",,,
바닐라 익스트랙,재료,양념/조미료,향신료/허브류,단맛/향조미,,"단맛, 향신, 은은함",,,ㅇ
바닐라 빈,재료,양념/조미료,향신료/허브류,단맛/향조미,,"단맛,향긋함",,,ㅇ
시나몬,재료,양념/조미료,향신료/허브류,단맛/향조미,,"향긋함, 단맛, 따뜻한 느낌","시나몬파우더, 시나몬가루, 계피, 계피가루",,
바닐라익스트랙,재료,양념/조미료,향신료/허브류,단맛/향조미,,"향긋함, 풍미","바닐라오일, 바닐라엑스트랙, 바닐라에센스",,
후추,재료,양념/조미료,향신료/허브류,매운 향신료,,"매운맛, 향긋함","후춧가루반큰술, 후춧가루",,
후춧가루,재료,양념/조미료,향신료/허브류,매운 향신료,,"매운맛, 향긋함",후추,,
칠리,재료,양념/조미료,향신료/허브류,매운 향신료,,"매운맛, 향신",고추,-,ㅇ
페페론치노,재료,양념/조미료,향신료/허브류,매운 향신료,,"향긋함, 매운맛",페퍼론치노,,
통후추,재료,양념/조미료,향신료/허브류,매운 향신료,,"향긋함, 매운맛",후추,,
파프리카가루,재료,양념/조미료,향신료/허브류,색감 향신료,,"색감, 은은함",,,
치자,재료,양념/조미료,향신료/허브류,색감 향신료,,"색감, 은은함",,,
강황,재료,양념/조미료,향신료/허브류,색감 향신료,,"색감, 향긋함, 항염기능",강황가루,,
강황가루,재료,양념/조미료,향신료/허브류,색감 향신료,,"색감, 향긋함, 항염기능",,,
겨자,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"매운맛, 알싸함",,,
씨겨자,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"매운맛,알싸함",,겨자,ㅇ
제피잎,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"알싸함, 매운맛, 향신조미",초피잎,,ㅇ
생강가루,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"알싸함, 향긋함",생강즙,,
생강즙,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"알싸함, 향긋함",,,
산초,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"알싸함, 향긋함",,,
검은후추,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"알싸함, 향신",,후추,ㅇ
산초가루,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"알싸함, 향신",,,ㅇ
흰후추,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"알싸함, 향신",,후추,ㅇ
마늘가루,재료,양념/조미료,향신료/허브류,알싸한 향신료,,"향긋함, 알싸함",,,
피클링스파이스,재료,양념/조미료,향신료/허브류,절임용 향신료,,"산미, 향긋함",,,
트러플,재료,양념/조미료,향신료/허브류,풍미 향신료,,"풍미, 향긋함",,,
육두구,재료,양념/조미료,향신료/허브류,풍미 향신료,,"향신, 은은함, 단맛",,,ㅇ
바질가루,재료,양념/조미료,향신료/허브류,향긋한 향신료,,향긋함,,바질,ㅇ
큐민가루,재료,양념/조미료,향신료/허브류,향긋한 향신료,,"향긋함, 알싸함",큐민씨,,
팔각,재료,양념/조미료,향신료/허브류,향긋한 향신료,,"향긋함, 알싸함",,,
큐민씨,재료,양념/조미료,향신료/허브류,향긋한 향신료,,"향긋함, 알싸함",,,
계피,재료,양념/조미료,향신료/허브류,향긋한 향신료,,"향긋함,단맛",,,ㅇ
큐민파우더,재료,양념/조미료,향신료/허브류,향긋한 향신료,,"향신, 매운맛, 이국향",큐민분말,,ㅇ
레몬그라스,재료,양념/조미료,향신료/허브류,향긋한 허브,,"산미,향긋함",,,ㅇ
파슬리가루,재료,양념/조미료,향신료/허브류,향긋한 허브,,"은은함, 향긋함",,,
페퍼민트,재료,양념/조미료,향신료/허브류,향긋한 허브,,"청량감,향긋함",,,ㅇ
민트,재료,양념/조미료,향신료/허브류,향긋한 허브,,향긋함,애플민트,,
파슬리,재료,양념/조미료,향신료/허브류,향긋한 허브,,향긋함,생파슬리,,
바질,재료,양념/조미료,향신료/허브류,향긋한 허브,,향긋함,"바질잎,생바질",,
고수,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함, 알싸함, 비누향, 상큼함",,,
월계수,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함, 은은함",,,
오레가노,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함, 은은함",,,
로즈마리,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함, 은은함",,,
건바질,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함, 은은함",,,
애플민트,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함,산미",,민트,ㅇ
타라곤,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함,은은함",,,ㅇ
월계수잎,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함,은은함",,,ㅇ
로즈메리,재료,양념/조미료,향신료/허브류,향긋한 허브,,"향긋함,은은함",,,ㅇ
시즈닝,재료,양념/조미료,향신료/허브류,혼합 향신시즈닝,,"감칠맛, 짠맛",,,
오향분,재료,양념/조미료,향신료/허브류,혼합 향신시즈닝,,"향긋함, 감칠맛",,,
카레가루,재료,양념/조미료,향신료/허브류,혼합 향신시즈닝,,"향긋함, 매운맛",,,
올스파이스,재료,양념/조미료,향신료/허브류,혼합 향신시즈닝,,"향긋함, 향신, 알싸함",,,ㅇ
마살라,재료,양념/조미료,향신료/허브류,혼합 향신시즈닝,,"향긋함, 향신조합",,,
코코넛밀크,재료,유제품,기타 유제품,기타 유제품,,"유제품 풍미, 유화작용",코코넛 밀크,,
크라비아,재료,유제품,기타 유제품,기타 유제품,,"유제품 풍미, 유화작용",,,
유청,재료,유제품,기타 유제품,기타 유제품,,"유제품 풍미, 유화작용",,,
유지방,재료,유제품,기타 유제품,기타 유제품,,"유제품 풍미, 유화작용",,,
유제품,재료,유제품,기타 유제품,기타 유제품,,"유제품 풍미, 유화작용",,,
무염버터,재료,유제품,버터류,버터류,,"유제품 풍미, 기름감",,,
마가린,재료,유제품,버터류,버터류,,"고소함, 풍미, 대체지방",,,ㅇ
에쉬레,재료,유제품,버터류,버터류,,"유제품 풍미, 기름감",,,
스틱버터,재료,유제품,버터류,버터류,,"유제품 풍미, 기름감",,,
버터랑,재료,유제품,버터류,버터류,,"유제품 풍미, 기름감",,,
버터,재료,유제품,버터류,버터류,,"유제품 풍미, 기름감",,,
가염버터,재료,유제품,버터류,버터류,,"유제품 풍미, 기름감",,,
요구르트,재료,유제품,요거트/발효유,요거트/발효유,,"유제품 풍미, 산미","야쿠르트, 요쿠르트",,
요플레,재료,유제품,요거트/발효유,요거트/발효유,,"유제품 풍미, 산미",,,
요거트,재료,유제품,요거트/발효유,요거트/발효유,,"유제품 풍미, 산미",,,
발효유,재료,유제품,요거트/발효유,요거트/발효유,,"유제품 풍미, 산미",,요거트,
그릭요거트,재료,유제품,요거트/발효유,요거트/발효유,,"유제품 풍미, 산미",,요거트,
검은콩두유,재료,유제품,우유/분유,우유/분유,,"고소함, 식물성, 단백질",,두유,ㅇ
검은콩우유,재료,유제품,우유/분유,우유/분유,,"고소함, 식물성, 은은함",,우유,ㅇ
귀리 우유,재료,유제품,우유/분유,우유/분유,,"고소함, 은은함, 식물성",,우유,ㅇ
산양유,재료,유제품,우유/분유,우유/분유,,"고소함, 진한맛, 단백질",,우유,ㅇ
바나나두유,재료,유제품,우유/분유,우유/분유,,"단맛, 은은함, 식물성우유",,두유,ㅇ
바나나우유,재료,유제품,우유/분유,우유/분유,,"단맛, 은은함, 향첨가우유",,우유,ㅇ
강화우유,재료,유제품,우유/분유,우유/분유,,"단백질, 비타민강화, 고소함",,우유,ㅇ
저지방우유,재료,유제품,우유/분유,우유/분유,,"식감추가, 은은함, 저지방",,우유,ㅇ
탈지분유,재료,유제품,우유/분유,우유/분유,,"유제품 풍미, 농축",,,
분유,재료,유제품,우유/분유,우유/분유,,"유제품 풍미, 농축",,,
연유,재료,유제품,우유/분유,우유/분유,,"유제품 풍미, 단맛",,,
딸기우유,재료,유제품,우유/분유,우유/분유,,"유제품 풍미, 단맛",,,
우유,재료,유제품,우유/분유,우유/분유,,"유제품 풍미, 수분",밀크,,
두유,재료,유제품,우유/분유,우유/분유,,"유제품 풍미, 식물성",,,
아몬드 우유,재료,유제품,우유/분유,우유/분유,,"은은함, 고소함, 식물성우유",아몬드 밀크,우유,ㅇ
치즈,재료,유제품,치즈,치즈,,"고소함, 유제품향",,,
고다,재료,유제품,치즈,치즈,,"고소함, 풍미, 단백질",,치즈,ㅇ
카테지치즈,재료,유제품,치즈,치즈,,"단백질, 부드러움, 고소함",카테지,치즈,ㅇ
스트링치즈,재료,유제품,치즈,치즈,,"식감추가, 단백질, 고소함",,,ㅇ
파마산,재료,유제품,치즈,치즈,,"짠맛,고소함",,,ㅇ
마스카포네,재료,유제품,치즈(디저트용),마스카포네,,"부드러움, 단맛, 유제품향",,,
라꽁비에뜨,재료,유제품,치즈(디저트용),마스카포네,,"산미, 부드러움, 이국",,,ㅇ
치즈가루,재료,유제품,치즈(분말),치즈가루,,"짠맛, 고소함, 유제품향",,,
보코치니,재료,유제품,치즈(샐러드용),보코치니,,"고소함, 쫄깃함, 유제품향",,,
부라타,재료,유제품,치즈(샐러드용),부라타,,"고소함, 부드러움, 유제품향",,,
브리치즈,재료,유제품,치즈(샐러드용),브리치즈,,"고소함, 부드러움, 은은함",,,
브리,재료,유제품,치즈(샐러드용),브리치즈,,"은은함, 고소함, 부드러움",,치즈,ㅇ
카망베르,재료,유제품,치즈(샐러드용),브리치즈,,"은은함, 고소함, 부드러움",,브리,ㅇ
페타치즈,재료,유제품,치즈(샐러드용),페타치즈,,"짠맛, 단단함, 유제품향",,,
필라델피아,재료,유제품,치즈(스프레드),크림치즈,,"부드러움, 유제품향, 고소함",,,
크림치즈,재료,유제품,치즈(스프레드),크림치즈,,"부드러움, 유제품향, 고소함",,,
리코타,재료,유제품,치즈(스프레드),크림치즈,,"부드러움, 유제품향, 고소함",,,
체다치즈,재료,유제품,치즈(슬라이스),슬라이스치즈,,"짠맛, 고소함, 유제품향","체더치즈, 체더, 체다",,
슬라이스치즈,재료,유제품,치즈(슬라이스),슬라이스치즈,,"짠맛, 고소함, 유제품향","체더슬라이스, 체다슬라이스",,
콜비잭치즈,재료,유제품,치즈(슬라이스),슬라이스치즈,,"짠맛, 고소함, 유제품향",,,
파마산치즈,재료,유제품,치즈(토핑용),경질토핑치즈,,"짠맛, 감칠맛, 고소함",파마산 치즈,치즈,ㅇ
페코리노,재료,유제품,치즈(토핑용),경질토핑치즈,,"짠맛, 고소함, 단단함","파마산치즈, 파마산 치즈, 파마산, 파르미지아노, 파르메산, 레지아노, 그라노파다노",,
치즈폼,재료,유제품,치즈(폼),치즈폼,,"부드러움, 유제품향, 포밍감",,,
피자치즈,재료,유제품,치즈(피자용),피자치즈,,"쫄깃함, 고소함, 유제품향","모차렐라, 모짜렐라, 모차렐라치즈, 모짜렐라치즈, 생모짜렐라, 피자치즈, 피자 치즈",,
커스터드 크림,재료,유제품,크림류,휘핑크림,,"부드러움, 유화, 중성맛",커스타드크림,휘핑크림,
휘핑크림,재료,유제품,크림류,휘핑크림,,"부드러움, 유화, 중성맛",,,
커스타드크림,재료,유제품,크림류,휘핑크림,,"부드러움, 유화, 중성맛",,휘핑크림,
우유크림,재료,유제품,크림류,휘핑크림,,"부드러움, 유화, 중성맛",,휘핑크림,
생크림,재료,유제품,크림류,휘핑크림,,"부드러움, 유화, 중성맛",,휘핑크림,
휘핑,재료,유제품,크림류,휘핑크림,,"식감추가, 고소함, 은은함",휘핑크림,크림,ㅇ
크림,재료,유제품,크림류,휘핑크림,,"식감추가, 고소함, 은은함",,-,ㅇ
코코넛크림,재료,유제품,크림류,휘핑크림,,"식감추가, 코코넛향, 고소함",,,ㅇ
핫초코,재료,음료/주류,기타 음료,,,"단맛, 초콜릿향, 음용",,,
생과일주스,재료,음료/주류,비탄산 음료,,,"상큼함, 과일향, 음용",,,
식혜,재료,음료/주류,비탄산 음료,,,"단맛, 곡물향",,,
맥주,재료,음료/주류,주류,가열 조리용,,"알코올, 청량감",샴페인,,
막걸리,재료,음료/주류,주류,가열 조리용,,"알코올, 곡물향",생막걸리,,
고량주,재료,음료/주류,주류,잡내 제거용,,"도수 높음, 향 강함, 발효주",,,
소주,재료,음료/주류,주류,잡내 제거용,,"알코올, 깔끔함",,,
와인,재료,음료/주류,주류,"잡내 제거용, 풍미 강화용",,"산미, 발효주, 풍미 보강",,,ㅇ
샴페인,재료,음료/주류,주류,"잡내 제거용, 풍미 강화용",,"탄산 있음, 알코올, 상큼함",,,
녹차,재료,음료/주류,차류,가열 조리용,,"쓴맛, 은은함",그린티,,
녹차라떼,재료,음료/주류,차류,가열 조리용,,"쓴맛,은은함,유제품향",,,ㅇ
히비스커스티,재료,음료/주류,차류,,,"산미, 향긋함",히비스커스,,
원두,재료,음료/주류,커피류,가열 조리용,,"쓴맛,향긋함",,커피,ㅇ
드립백,재료,음료/주류,커피류,,,"쓴맛, 카페인, 음용",,,
에스프레소,재료,음료/주류,커피류,,,"쓴맛, 카페인",,,
블랙커피,재료,음료/주류,커피류,,,"쓴맛, 카페인, 고농축",아메리카노,,ㅇ
탄산수,재료,음료/주류,탄산 음료,가열 조리용,,청량감,,,
콜라,재료,음료/주류,탄산 음료,가열 조리용,,"단맛, 청량감",,탄산음료,
사이다,재료,음료/주류,탄산 음료,가열 조리용,,"단맛, 청량감",,탄산음료,
탄산음료,재료,음료/주류,탄산 음료,,,"단맛, 청량감",,,
닥터페퍼,재료,음료/주류,탄산 음료,,,"단맛, 청량감",,탄산음료,
현미시리얼,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,곡물시리얼,"건강지향, 바삭함",,시리얼,ㅇ
귀리시리얼,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,곡물시리얼,"바삭함, 건강지향",,시리얼,ㅇ
옥수수시리얼,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,곡물시리얼,"바삭함, 단맛",,시리얼,ㅇ
그래놀라,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,곡물시리얼,"고소함, 단맛",,,
시리얼,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,곡물시리얼,"바삭함, 단맛",,,
카카오닙스,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,곡물시리얼,"쓴맛, 풍미, 식감추가",,,
푸딩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가",,,
도넛,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가",,,
크레페,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가",,,
커스터드,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가",,,
마카롱,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,디저트류,"단맛, 식감추가",,,
캔디,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,사탕류,단맛,,,
젤리,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,사탕류,"단맛, 식감추가",,,
감자칩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"짠맛, 식감추가",,과자,
죠리퐁,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"단맛, 바삭함, 곡물스낵",,,ㅇ
과자,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"단맛, 식감추가, 짠맛",,,
팝콘,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"식감추가, 짠맛",,과자,
알새우칩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"식감추가, 해산물향",,과자,
새우칩,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"식감추가, 해산물향",,과자,
도리토스,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,스낵류,"짠맛, 식감추가",,과자,
약과,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,전통과자류,"단맛, 식감추가",,,
쌀과자,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,전통과자류,"단맛, 식감추가",,과자,
쑥버무리,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,전통과자류,"쌉쌀한향, 전통디저트",,,ㅇ
초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,단맛,,,
화이트초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 부드러움",,초콜릿,ㅇ
다크초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 쌉싸름함",,초콜릿,
화이트 초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 토핑용",,초콜릿,
코팅초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛, 토핑용, 식감추가",,초콜릿,
밀크초콜릿,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,초콜릿,"단맛,유제품향",,초콜릿,ㅇ
비스킷,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가",,쿠키,
쿠키,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가",,,
오레오,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가",,쿠키,
다이제,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가",,쿠키,
크래커,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가",,쿠키,
통밀쿠키,재료,즉석식/간편식,디저트/간식류,즉석디저트/간식,쿠키류,"단맛, 식감추가",,쿠키,
유부,재료,즉석식/간편식,완제품·조리불요,가공식 부재료,조리부재료,"짠맛, 감칠맛",,,
후무스,재료,즉석식/간편식,완제품·조리불요,즉석디저트/간식,디저트류,"고소함, 식물성단백, 이국",,,ㅇ
무짠지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,무김치,"짠맛, 발효된 맛, 시큼함",,김치,
녹두묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래",,묵,ㅇ
도토리묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래",청포묵,,
우무묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래",,,ㅇ
국산도토리묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래",도토리묵,,ㅇ
메밀묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래",,,ㅇ
옥수수묵,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,묵류,"탱글한 식감, 냉식, 곡물 유래",,,ㅇ
배추 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,배추김치,"산미,식감추가",김치,배추,ㅇ
묵은지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,배추김치,"짠맛, 발효된 맛, 시큼함",,김치,
김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"짠맛, 발효된 맛",,,
단무지,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"단맛,식감추가,산미",,무우류,ㅇ
열무 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미,식감추가",,열무,ㅇ
나박 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미,식감추가",,김치,ㅇ
오이 피클,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미,식감추가",,오이,ㅇ
오이 소박이,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미,식감추가",,오이,ㅇ
유채 김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미,향긋함",,유채,ㅇ
갓김치,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미,향긋함",,갓,ㅇ
마늘 장아찌,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"산미,향긋함",,마늘,ㅇ
참나물가공품,재료,즉석식/간편식,완제품·조리불요,즉석반찬/김치류,일반,"향긋함,은은함",,참나물,ㅇ
삼각김밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,김밥형 밥,"짠맛, 담백함, 간편식",,,
멥쌀밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,멥쌀밥,"쫀득함, 담백함",,밥,ㅇ
햇반,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,백미밥,"담백함, 간편식",즉석밥,,
현미밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,백미밥,"쫀득함, 건강지향",,밥,ㅇ
쌀밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,백미밥,"쫀득함, 담백함",,밥,ㅇ
잡곡밥,재료,즉석식/간편식,완제품·조리불요,즉석밥/곡류,잡곡밥,"쫀득함, 건강지향",,,ㅇ
동결건조국,재료,즉석식/간편식,즉석조리 필요,즉석국/탕류,즉석국,"짠맛, 감칠맛",즉석국,즉석국,
짜파게티,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 간편식, 볶음",,라면,
사리곰탕면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 간편식",,라면,
빽라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 간편식",,라면,
진라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 간편식",,라면,
신라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 간편식",,라면,
김치라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 김치맛, 간편식",,라면,
불닭볶음면,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 매운맛, 볶음, 간편식",,라면,
너구리,재료,즉석식/간편식,즉석조리 필요,즉석면류,봉지면,"짠맛, 해물맛, 간편식",,라면,
컵라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,용기면,"짠맛, 간편식",,라면,
라면,재료,즉석식/간편식,즉석조리 필요,즉석면류,일반,"짠맛, 간편식",,,
참깨죽,재료,즉석식/간편식,즉석조리 필요,즉석조리식,죽류,"고소함, 담백함",,,ㅇ
피자,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"짠맛, 고소함, 포만감",,,
만두,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"짠맛, 고소함, 포만감",,,
냉동만두,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,(삭제),,만두,
캠핑밀키트,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"복합, 고소함, 간편함",,,
참치마요,재료,즉석식/간편식,즉석조리 필요,즉석조리식/밀키트,즉석조리식,"짠맛, 고소함, 간편함",,,
통조림과일,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,과일통조림,"단맛, 상큼함, 보존성",과일통조림,,
토마토홀,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,과일통조림,"산미, 감칠맛, 색감",,토마토,
꽁치통조림,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,어류통조림,(삭제),통조림꽁치,,
캔참치,재료,즉석식/간편식,통조림/보존식품,통조림/가공식재료,어류통조림,"짠맛, 감칠맛, 보존성",참치캔,,
키토,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
채식,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
저속노화,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
키토제닉,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
영양식,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
양배추다이어트,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
식사대용,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
비건,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
다이어트음식,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
다이어트식,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
건강식단,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
건강식,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
간헐적단식,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
간단브런치,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
강원도,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
경상도,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
전라도,효능/영양분/요리스타일,식문화/요리 스타일,건강 목적/대체 식단,,,,,,
